ID	DateTime	Run	Delayed_Retrieval_Trial	First_Pulse_Time	FaceRecog_OnsetTime	FaceRecog_OnsetTimeUncertainty	FaceRecog_fMRI_Pulse	FaceRecog_fMRI_PulseTime	Assoc_Retrieval_OnsetTime	Assoc_Retrieval_OnsetTimeUncertainty	Assoc_Retrieval_fMRI_Pulse	Assoc_Retrieval_fMRI_PulseTime	Assoc_Retrieval_Pressed_Button	Assoc_Retrieval_RT	Assoc_Retrieval_Response_Category	Assoc_Retrieval_Accuracy	Assoc_Retrieval_Feedback_OnsetTime	Assoc_Retrieval_Feedback_OnsetTimeUncertainty	Assoc_Retrieval_Feedback_fMRI_Pulse	Assoc_Retrieval_Feedback_fMRI_PulseTime	Retrieval_consc_Rating_OnsetTime	Retrieval_consc_Rating_OnsetTimeUncertainty	Retrieval_consc_Rating_fMRI_Pulse	Retrieval_consc_Rating_fMRI_PulseTime	Retrieval_consc_Rating_Pressed_Button	Retrieval_consc_Rating_RT	Retrieval_consc_Rating_Feedback_OnsetTime	Retrieval_consc_Rating_Feedback_OnsetTimeUncertainty	Retrieval_consc_Rating_Feedback_fMRI_Pulse	Retrieval_consc_Rating_Feedback_fMRI_PulseTime	ForcedChoice_OnsetTime	ForcedChoice_OnsetTimeUncertainty	ForcedChoice_fMRI_Pulse	ForcedChoice_fMRI_PulseTime	ForcedChoice_Pressed_Button	ForcedChoice_RT	ForcedChoice_Response_Category	ForcedChoice_Accuracy	ForcedChoice_Feedback_OnsetTime	ForcedChoice_Feedback_OnsetTimeUncertainty	ForcedChoice_Feedback_fMRI_Pulse	ForcedChoice_Feedback_fMRI_PulseTime	Recognition_consc_Rating_OnsetTime	Recognition_consc_Rating_OnsetTimeUncertainty	Recognition_consc_Rating_fMRI_Pulse	Recognition_consc_Rating_fMRI_PulseTime	Recognition_consc_Rating_Pressed_Button	Recognition_consc_Rating_RT	Recognition_consc_Rating_Feedback_OnsetTime	Recognition_consc_Rating_Feedback_OnsetTimeUncertainty	Recognition_consc_Rating_Feedback_fMRI_Pulse	Recognition_consc_Rating_Feedback_fMRI_PulseTime	Presented_Person	Presented_Target	Presented_Lure	TrialStatus
67903	09/01/2021 14:18:52	1	1	78866	91868	1	7	91586	95317	1	8	93705	2	932	inorganic	correct	96284	1	9	95826	98683	1	10	97946	2	1657	100365	1	11	100065	103864	1	12	102185	3	1886	inorganic	correct	105780	1	13	104306	108746	1	15	108545	3	595	109379	1	15	108545	mau_49693.png	mau_Wasserventil.png	mau_Leiter.png	ok
67903	09/01/2021 14:19:11	1	2	78866	112578	1	16	110665	114844	1	17	112786	2	1380	organic	incorrect	116260	1	18	114906	119692	1	20	119146	2	762	120475	1	20	119146	123358	1	21	121266	3	2322	organic	correct	125707	1	23	125505	128139	1	24	127626	3	463	128639	1	24	127626	mol_07679.png	mol_Schimpanse.png	mol_Pizza.png	ok
67903	09/01/2021 14:19:31	1	3	78866	131705	1	25	129746	134271	1	27	133985	3	1573	organic	correct	135870	1	27	133985	138986	1	29	138225	2	1684	140702	1	30	140345	144167	1	31	142465	2	2570	organic	correct	146766	1	33	146705	148149	1	33	146705	3	1820	149999	1	34	148825	foq_16799.png	foq_Fenchel.png	foq_Pinguin.png	ok
67903	09/01/2021 14:19:52	1	4	78866	151965	1	35	150945	154114	1	36	153066	3	1359	inorganic	incorrect	155497	1	37	155185	158079	1	38	157305	3	816	158929	1	38	157305	162011	1	40	161545	0	0	inorganic	miss	162011	1	41	163665	167276	1	42	165785	2	793	168093	1	43	167906	far_00736.png	far_Giesskanne.png	far_Heissluftballon.png	ok
67903	09/01/2021 14:20:11	1	5	78866	172374	1	45	172145	174524	1	46	174265	3	805	organic	correct	175357	1	46	174265	178439	1	47	176385	2	964	179439	1	48	178505	183087	1	50	182745	3	2479	organic	correct	185587	1	51	184865	187369	1	52	186985	4	2291	189685	1	53	189105	fok_09378.png	fok_Palme.png	fok_Kaenguruh.png	ok
67903	09/01/2021 14:20:30	1	6	78866	191285	1	54	191225	193317	1	54	191225	2	809	organic	incorrect	194150	1	55	193345	197716	1	57	197585	3	373	198116	1	57	197585	202164	1	59	201825	0	0	organic	miss	202164	1	60	203945	206846	1	61	206065	3	1991	208862	1	62	208185	mom_59361.png	mom_Loewe.png	mom_Ei.png	ok
67903	09/01/2021 14:20:50	1	7	78866	210911	1	63	210305	214344	1	64	212425	2	434	organic	incorrect	214810	1	65	214545	218026	1	66	216665	2	1239	219292	1	67	218785	221708	1	68	220905	3	2239	organic	correct	223974	1	69	223024	226639	1	70	225145	3	524	227189	1	70	225145	mon_65798.png	mon_Kartoffel.png	mon_Fuchs.png	ok
67903	09/01/2021 14:21:10	1	8	78866	230805	1	72	229385	232604	1	73	231504	3	1648	inorganic	incorrect	234303	1	74	233625	237669	1	75	235745	2	555	238252	1	76	237864	241501	1	77	239985	2	1815	inorganic	correct	243350	1	78	242105	246449	1	80	246344	3	362	246849	1	80	246344	mao_11634.png	mao_Kegel.png	mao_Stempel.png	ok
67903	09/01/2021 14:21:31	1	9	78866	251131	1	82	250585	254447	1	83	252705	2	1384	inorganic	correct	255863	1	84	254824	259695	1	86	259065	2	412	260145	1	86	259065	263694	1	88	263304	2	2316	inorganic	correct	266043	1	89	265425	267759	1	90	267545	2	445	268225	1	90	267545	mas_41366.png	mas_Tisch.png	mas_Bueroklammer.png	ok
67903	09/01/2021 14:21:52	1	10	78866	271274	1	91	269664	274407	1	93	273905	3	910	organic	correct	275340	1	93	273905	278872	1	95	278144	3	323	279238	1	95	278144	283737	1	97	282385	2	2253	organic	correct	286019	1	98	284504	287319	1	99	286624	3	1657	289002	1	100	288745	fou_17118.png	fou_Feige.png	fou_Schmetterling.png	ok
