ID	DateTime	Run	Retrieval_Trial	FaceRecog_OnsetTime	FaceRecog_OnsetTimeUncertainty	FaceRecog_fMRI_Pulse	FaceRecog_fMRI_PulseTime	Assoc_Retrieval_OnsetTime	Assoc_Retrieval_OnsetTimeUncertainty	Assoc_Retrieval_fMRI_Pulse	Assoc_Retrieval_fMRI_PulseTime	Assoc_Retrieval_Pressed_Button	Assoc_Retrieval_RT	Assoc_Retrieval_Response_Category	Assoc_Retrieval_Accuracy	Assoc_Retrieval_Feedback_OnsetTime	Assoc_Retrieval_Feedback_OnsetTimeUncertainty	Assoc_Retrieval_Feedback_fMRI_Pulse	Assoc_Retrieval_Feedback_fMRI_PulseTime	Retrieval_consc_Rating_OnsetTime	Retrieval_consc_Rating_OnsetTimeUncertainty	Retrieval_consc_Rating_fMRI_Pulse	Retrieval_consc_Rating_fMRI_PulseTime	Retrieval_consc_Rating_Pressed_Button	Retrieval_consc_Rating_RT	Retrieval_consc_Rating_Feedback_OnsetTime	Retrieval_consc_Rating_Feedback_OnsetTimeUncertainty	Retrieval_consc_Rating_Feedback_fMRI_Pulse	Retrieval_consc_Rating_Feedback_fMRI_PulseTime	Presented_Person	Presented_Target	Presented_Lure	num_pulse	fifth_pulse_time	TrialStatus
67400	08/24/2021 15:00:25	1	1	1718884	1	664	1718330	1722066	1	665	1720450	3	2731	inorganic	incorrect	1724832	1	667	1724690	1726948	1	668	1726810	2	1151	1728131	1	668	1726810	faj_07783.png	faj_Schuh.png	faj_Parfuem.png	664	1718330	ok
67400	08/24/2021 15:00:35	1	2	1731580	1	670	1731050	1733529	1	671	1733170	2	2286	organic	incorrect	1735845	1	672	1735290	1737461	1	673	1737411	3	300	1737794	1	673	1737411	fov_15046.png	fov_Fisch.png	fov_Zucchini.png	664	1718330	ok
67400	08/24/2021 15:00:48	1	3	1741427	1	674	1739530	1743759	1	675	1741650	2	1132	organic	incorrect	1744925	1	676	1743770	1749024	1	678	1748010	3	355	1749407	1	678	1748010	foe_08236.png	foe_Tannenzapfen.png	foe_Adler.png	664	1718330	ok
67400	08/24/2021 15:01:00	1	4	1754206	1	680	1752250	1756005	1	681	1754370	3	2018	organic	correct	1758054	1	682	1756490	1760937	1	684	1760730	3	440	1761420	1	684	1760730	mos_20953.png	mos_Traube.png	mos_Eintagsfliege.png	664	1718330	ok
67400	08/24/2021 15:01:10	1	5	1766002	1	686	1764970	1768301	1	687	1767090	3	1111	organic	correct	1769434	1	688	1769210	1772299	1	689	1771330	4	315	1772649	1	689	1771330	foi_03389.png	foi_Apfelkuchen.png	foi_Pflanze.png	664	1718330	ok
67400	08/24/2021 15:01:21	1	6	1776781	1	691	1775570	1779580	1	692	1777690	2	864	inorganic	correct	1780480	1	693	1779810	1784362	1	695	1784049	4	361	1784745	1	695	1784049	fan_17286.png	fan_Klavier.png	fan_Lampe.png	664	1718330	ok
67400	08/24/2021 15:01:32	1	7	1787694	1	696	1786170	1790510	1	698	1790410	3	1230	organic	correct	1791776	1	698	1790410	1794042	1	699	1792529	3	281	1794359	1	699	1792529	foj_08220.png	foj_Rose.png	foj_Waffel.png	664	1718330	ok
67400	08/24/2021 15:01:43	1	8	1798557	1	701	1796770	1801306	1	703	1801009	3	969	organic	correct	1802306	1	703	1801009	1805388	1	705	1805250	4	491	1805905	1	705	1805250	moe_02012.png	moe_Waschbaer.png	moe_Pommes.png	664	1718330	ok
67400	08/24/2021 15:01:53	1	9	1809853	1	707	1809490	1811669	1	708	1811610	3	1576	inorganic	incorrect	1813269	1	708	1811610	1815052	1	709	1813729	4	447	1815535	1	709	1813729	map_41499.png	map_Pfeife.png	map_Globus.png	664	1718330	ok
67400	08/24/2021 15:02:04	1	10	1819117	1	711	1817970	1822449	1	713	1822209	2	2114	organic	incorrect	1824598	1	714	1824329	1826731	1	715	1826450	3	704	1827464	1	715	1826450	mom_59361.png	mom_Ei.png	mom_Loewe.png	664	1718330	ok
67400	08/24/2021 15:02:16	1	11	1830230	1	716	1828570	1833595	1	718	1832809	2	1583	inorganic	correct	1835212	1	719	1834930	1837677	1	720	1837049	3	268	1837977	1	720	1837049	mae_01010.png	mae_Schach.png	mae_Taschenrechner.png	664	1718330	ok
67400	08/24/2021 15:02:27	1	12	1842342	1	722	1841290	1844542	1	723	1843410	2	1034	inorganic	correct	1845608	1	724	1845529	1849307	1	725	1847649	4	288	1849623	1	725	1847649	mak_00987.png	mak_Rucksack.png	mak_Socken.png	664	1718330	ok
67400	08/24/2021 15:02:38	1	13	1853122	1	727	1851889	1855855	1	728	1854009	2	309	inorganic	correct	1856188	1	729	1856129	1859770	1	730	1858250	4	296	1860120	1	730	1858250	fap_16329.png	fap_Knopf.png	fap_Kissen.png	664	1718330	ok
67400	08/24/2021 15:02:49	1	14	1864552	1	732	1862489	1866134	1	733	1864609	2	1629	organic	incorrect	1867800	1	734	1866730	1870766	1	735	1868849	4	500	1871299	1	736	1870969	mon_65798.png	mon_Kartoffel.png	mon_Fuchs.png	664	1718330	ok
67400	08/24/2021 15:02:58	1	15	1875165	1	737	1873089	1877147	1	738	1875209	2	1386	organic	incorrect	1878563	1	739	1877329	1880513	1	740	1879449	3	769	1881313	1	740	1879449	for_15187.png	for_Seehund.png	for_Mandel.png	664	1718330	ok
67400	08/24/2021 15:03:10	1	16	1884412	1	742	1883689	1886611	1	743	1885809	3	868	organic	correct	1887510	1	743	1885809	1891576	1	745	1890050	4	296	1891909	1	745	1890050	mot_69374.png	mot_Bison.png	mot_Hotdog.png	664	1718330	ok
