ID	DateTime	Run	Delayed_Retrieval_Trial	First_Pulse_Time	FaceRecog_OnsetTime	FaceRecog_OnsetTimeUncertainty	FaceRecog_fMRI_Pulse	FaceRecog_fMRI_PulseTime	Assoc_Retrieval_OnsetTime	Assoc_Retrieval_OnsetTimeUncertainty	Assoc_Retrieval_fMRI_Pulse	Assoc_Retrieval_fMRI_PulseTime	Assoc_Retrieval_Pressed_Button	Assoc_Retrieval_RT	Assoc_Retrieval_Response_Category	Assoc_Retrieval_Accuracy	Assoc_Retrieval_Feedback_OnsetTime	Assoc_Retrieval_Feedback_OnsetTimeUncertainty	Assoc_Retrieval_Feedback_fMRI_Pulse	Assoc_Retrieval_Feedback_fMRI_PulseTime	Retrieval_consc_Rating_OnsetTime	Retrieval_consc_Rating_OnsetTimeUncertainty	Retrieval_consc_Rating_fMRI_Pulse	Retrieval_consc_Rating_fMRI_PulseTime	Retrieval_consc_Rating_Pressed_Button	Retrieval_consc_Rating_RT	Retrieval_consc_Rating_Feedback_OnsetTime	Retrieval_consc_Rating_Feedback_OnsetTimeUncertainty	Retrieval_consc_Rating_Feedback_fMRI_Pulse	Retrieval_consc_Rating_Feedback_fMRI_PulseTime	ForcedChoice_OnsetTime	ForcedChoice_OnsetTimeUncertainty	ForcedChoice_fMRI_Pulse	ForcedChoice_fMRI_PulseTime	ForcedChoice_Pressed_Button	ForcedChoice_RT	ForcedChoice_Response_Category	ForcedChoice_Accuracy	ForcedChoice_Feedback_OnsetTime	ForcedChoice_Feedback_OnsetTimeUncertainty	ForcedChoice_Feedback_fMRI_Pulse	ForcedChoice_Feedback_fMRI_PulseTime	Recognition_consc_Rating_OnsetTime	Recognition_consc_Rating_OnsetTimeUncertainty	Recognition_consc_Rating_fMRI_Pulse	Recognition_consc_Rating_fMRI_PulseTime	Recognition_consc_Rating_Pressed_Button	Recognition_consc_Rating_RT	Recognition_consc_Rating_Feedback_OnsetTime	Recognition_consc_Rating_Feedback_OnsetTimeUncertainty	Recognition_consc_Rating_Feedback_fMRI_Pulse	Recognition_consc_Rating_Feedback_fMRI_PulseTime	Presented_Person	Presented_Target	Presented_Lure	TrialStatus
60601	09/08/2021 14:15:50	1	1	74479	86587	1	6	85075	88303	1	7	87198	2	1180	organic	incorrect	89519	1	8	89318	93318	1	9	91438	2	423	93768	1	10	93558	98250	1	12	97799	3	1512	organic	correct	99782	1	12	97799	102448	1	14	102038	4	493	102965	1	14	102038	foc_02157.png	foc_Eule.png	foc_Brombeere.png	ok
60601	09/08/2021 14:16:11	1	2	74479	106830	1	16	106279	110179	1	17	108398	2	731	organic	incorrect	110945	1	18	110518	114477	1	19	112638	2	448	114961	1	20	114758	119559	1	22	118998	3	1184	organic	correct	120792	1	22	118998	124541	1	24	123238	4	307	124874	1	24	123238	mou_01862.png	mou_Kraehe.png	mou_Croissant.png	ok
60601	09/08/2021 14:16:30	1	3	74479	128106	1	26	127478	130005	1	27	129598	3	566	organic	correct	130605	1	27	129598	133738	1	28	131718	2	465	134237	1	29	133838	137303	1	30	135958	3	1413	organic	correct	138736	1	31	138078	142651	1	33	142318	2	1437	144117	1	33	142318	foi_03389.png	foi_Pflanze.png	foi_Apfelkuchen.png	ok
60601	09/08/2021 14:16:47	1	4	74479	146833	1	35	146558	149782	1	36	148678	2	488	inorganic	correct	150299	1	36	148678	153114	1	38	152918	2	1180	154331	1	38	152918	156663	1	39	155038	3	1632	inorganic	correct	158329	1	40	157158	160778	1	41	159278	4	468	161278	1	41	159278	far_00736.png	far_Heissluftballon.png	far_Giesskanne.png	ok
60601	09/08/2021 14:17:07	1	5	74479	164144	1	43	163518	166960	1	44	165638	3	275	organic	correct	167260	1	44	165638	171591	1	46	169877	4	273	171908	1	46	169877	176290	1	49	176237	3	637	organic	correct	176956	1	49	176237	180255	1	50	178357	4	339	180622	1	51	180478	mom_59361.png	mom_Ei.png	mom_Loewe.png	ok
60601	09/08/2021 14:17:28	1	6	74479	183937	1	52	182598	185687	1	53	184717	2	825	inorganic	correct	186536	1	53	184717	190302	1	55	188958	3	199	190535	1	55	188958	195400	1	58	195318	2	1264	inorganic	correct	196700	1	58	195318	200498	1	60	199557	4	609	201131	1	60	199557	fac_02146.png	fac_Ohrring.png	fac_Haarbuerste.png	ok
60601	09/08/2021 14:17:47	1	7	74479	205380	1	62	203798	207812	1	63	205918	3	716	organic	correct	208562	1	64	208037	212827	1	66	212278	2	259	213111	1	66	212278	216343	1	67	214398	3	1993	organic	incorrect	218376	1	68	216517	220558	1	69	218637	2	289	220891	1	70	220758	mot_69374.png	mot_Hotdog.png	mot_Bison.png	ok
60601	09/08/2021 14:18:06	1	8	74479	223956	6	71	222877	227106	1	72	224997	2	285	inorganic	correct	227422	1	73	227117	230721	1	74	229238	4	400	231155	1	74	229238	234553	1	76	233477	3	751	inorganic	correct	235336	1	76	233477	239885	1	79	239837	4	341	240251	1	79	239837	mac_59169.png	mac_Medaille.png	mac_Dartpfeil.png	ok
60601	09/08/2021 14:18:26	1	9	74479	243484	1	80	241957	246166	1	81	244078	3	274	organic	correct	246466	1	82	246197	250031	1	83	248317	2	197	250265	1	83	248317	253730	1	85	252558	2	2207	organic	correct	255963	1	86	254677	258962	1	88	258917	2	207	259195	1	88	258917	moh_06446.png	moh_Muecke.png	moh_Birne.png	ok
60601	09/08/2021 14:18:43	1	10	74479	263294	1	90	263157	265193	1	90	263157	2	1189	organic	incorrect	266409	1	91	265277	269058	1	92	267397	3	284	269392	1	92	267397	272424	1	94	271637	2	2534	organic	correct	274990	1	95	273757	276223	1	96	275877	2	1461	277722	1	96	275877	mog_03090.png	mog_Fledermaus.png	mog_Pilz.png	ok
60601	09/08/2021 14:19:05	1	11	74479	279871	1	97	277997	282287	1	99	282237	3	1096	organic	correct	283420	1	99	282237	287452	1	101	286477	2	253	287735	1	101	286477	291517	1	103	290717	2	2073	organic	correct	293617	1	104	292837	297049	1	105	294957	4	265	297349	1	106	297077	fop_00621.png	fop_Koala.png	fop_Mango.png	ok
60601	09/08/2021 14:19:26	1	12	74479	301897	1	108	301317	304263	1	109	303437	2	1363	organic	incorrect	305663	1	110	305557	309445	1	111	307676	2	363	309845	1	112	309797	314260	1	114	314037	2	2214	organic	correct	316526	1	115	316156	318325	1	116	318277	2	346	318725	1	116	318277	fok_09378.png	fok_Palme.png	fok_Kaenguruh.png	ok
60601	09/08/2021 14:19:44	1	13	74479	323523	1	118	322516	325523	1	119	324636	2	1225	inorganic	correct	326772	1	119	324636	329138	1	121	328877	2	338	329505	1	121	328877	333786	1	123	333116	3	1472	inorganic	correct	335286	1	124	335237	337868	1	125	337357	4	367	338268	1	125	337357	fat_12032.png	fat_Einkaufswagen.png	fat_Kleiderbuegel.png	ok
60601	09/08/2021 14:20:06	1	14	74479	341434	1	126	339476	344649	1	128	343717	2	276	inorganic	correct	344949	1	128	343717	348048	1	130	347956	4	1127	349198	1	130	347956	353313	1	132	352197	2	540	inorganic	correct	353880	1	132	352197	357495	1	134	356436	4	631	358162	1	134	356436	mat_23275.png	mat_Helm.png	mat_Feuerzeug.png	ok
60601	09/08/2021 14:20:28	1	15	74479	362727	1	136	360677	365592	1	138	364916	2	741	organic	incorrect	366375	1	138	364916	370674	1	140	369156	3	274	370974	1	140	369156	374873	1	142	373396	2	2152	organic	correct	377055	1	143	375517	379838	1	145	379756	4	953	380821	1	145	379756	moj_11821.png	moj_Walnuss.png	moj_Blatt.png	ok
60601	09/08/2021 14:20:47	1	16	74479	384803	1	147	383996	387385	1	148	386116	2	910	inorganic	correct	388318	1	149	388236	391500	1	150	390357	3	323	391850	1	150	390357	395132	1	152	394596	2	2000	inorganic	correct	397165	1	153	396716	399064	1	154	398837	4	816	399914	1	154	398837	fap_16329.png	fap_Knopf.png	fap_Kissen.png	ok
60601	09/08/2021 14:21:06	1	17	74479	403796	1	156	403076	405745	1	157	405196	3	922	inorganic	incorrect	406695	1	157	405196	409211	1	158	407316	2	710	409944	1	159	409436	414426	1	161	413676	2	2009	inorganic	correct	416475	6	162	415796	419457	1	163	417916	3	239	419724	1	163	417916	mak_00987.png	mak_Rucksack.png	mak_Socken.png	ok
60601	09/08/2021 14:21:25	1	18	74479	423473	1	165	422156	425106	1	166	424276	2	381	organic	incorrect	425522	1	166	424276	428538	1	167	426396	2	283	428854	1	168	428516	432320	1	169	430636	3	2698	organic	correct	435052	1	171	434876	437318	1	172	436996	2	270	437618	1	172	436996	fov_15046.png	fov_Fisch.png	fov_Zucchini.png	ok
60601	09/08/2021 14:21:45	1	19	74479	442166	1	174	441236	444416	1	175	443356	2	883	inorganic	correct	445332	1	175	443356	448564	1	177	447596	4	503	449097	1	177	447596	453646	1	179	451836	3	1972	inorganic	correct	455645	1	180	453955	457445	1	181	456076	4	1346	458827	1	182	458196	maj_01545.png	maj_Computermaus.png	maj_Krawatte.png	ok
60601	09/08/2021 14:22:04	1	20	74479	461910	1	183	460316	464542	1	184	462435	3	266	organic	correct	464859	1	185	464556	469257	1	187	468796	4	349	469640	1	187	468796	473139	1	189	473036	2	540	organic	correct	473706	1	189	473036	477721	1	191	477275	4	290	478038	1	191	477275	for_15187.png	for_Mandel.png	for_Seehund.png	ok
60601	09/08/2021 14:22:25	1	21	74479	481337	1	192	479396	484419	1	194	483636	3	1027	organic	correct	485468	1	194	483636	488201	1	196	487876	2	739	488967	1	196	487876	492000	1	197	489996	3	2062	organic	correct	494082	1	198	492115	497098	1	200	496356	2	334	497464	1	200	496356	mob_00760.png	mob_Kiwi.png	mob_Igel.png	ok
60601	09/08/2021 14:22:43	1	22	74479	501596	1	202	500595	504229	1	203	502715	3	339	inorganic	incorrect	504595	1	203	502715	508994	1	205	506956	2	287	509310	1	206	509075	512326	1	207	511195	3	2072	inorganic	incorrect	514442	1	208	513316	516358	1	209	515435	2	300	516708	1	209	515435	mae_01010.png	mae_Taschenrechner.png	mae_Schach.png	ok
60601	09/08/2021 14:23:05	1	23	74479	520273	1	211	519675	522839	1	212	521796	3	437	inorganic	incorrect	523306	1	212	521796	526738	1	214	526035	2	302	527071	1	214	526035	531470	1	216	530276	2	2069	inorganic	correct	533569	1	217	532395	536351	1	218	534515	2	414	536801	1	219	536636	faw_14215.png	faw_Kuechenmaschine.png	faw_Hufeisen.png	ok
60601	09/08/2021 14:23:25	1	24	74479	541683	1	221	540875	543366	1	222	542995	3	362	organic	correct	543765	1	222	542995	547781	1	224	547235	4	628	548430	1	224	547235	552479	1	226	551475	2	490	organic	correct	552996	1	226	551475	557627	1	228	555715	4	554	558210	1	229	557835	fou_17118.png	fou_Schmetterling.png	fou_Feige.png	ok
60601	09/08/2021 14:23:49	1	25	74479	562542	1	231	562075	565908	1	232	564195	2	238	organic	incorrect	566191	1	232	564195	571089	1	235	570555	4	303	571423	1	235	570555	575555	1	237	574795	3	1725	organic	incorrect	577304	1	238	576915	581019	1	239	579035	2	321	581369	1	240	581155	mol_07679.png	mol_Schimpanse.png	mol_Pizza.png	ok
60601	09/08/2021 14:24:08	1	26	74479	586301	1	242	585395	589167	1	243	587515	2	736	organic	incorrect	589933	1	244	589635	592932	1	245	591755	2	562	593532	1	245	591755	597364	1	247	595995	3	1323	organic	correct	598713	1	248	598115	601646	1	249	600234	4	403	602079	1	249	600234	foj_08220.png	foj_Rose.png	foj_Waffel.png	ok
60601	09/08/2021 14:24:28	1	27	74479	605461	1	251	604475	607277	1	252	606595	2	1676	inorganic	correct	608977	1	253	608714	612425	1	254	610835	2	300	612775	1	254	610835	615924	1	256	615074	2	1328	inorganic	correct	617274	1	257	617194	619873	1	258	619315	4	937	620839	1	258	619315	fai_07494.png	fai_Foehn.png	fai_Kommode.png	ok
60601	09/08/2021 14:24:47	1	28	74479	624671	1	260	623554	627670	1	261	625675	2	256	inorganic	correct	627954	1	262	627795	631619	1	263	629915	2	477	632119	1	264	632034	636284	1	265	634155	3	2091	inorganic	incorrect	638400	1	266	636275	640333	1	267	638394	2	764	641132	1	268	640514	mal_04470.png	mal_Drucker.png	mal_Kugelschreiber.png	ok
60601	09/08/2021 14:25:08	1	29	74479	644331	1	269	642635	646531	1	270	644755	2	741	inorganic	correct	647297	1	271	646874	650196	1	272	648994	2	595	650812	1	272	648994	655428	1	275	655354	2	2226	inorganic	correct	657677	1	276	657474	660126	1	277	659595	2	623	660776	1	277	659595	mao_11634.png	mao_Kegel.png	mao_Stempel.png	ok
60601	09/08/2021 14:25:26	1	30	74479	665208	1	279	663834	667007	1	280	665954	3	370	inorganic	incorrect	667407	1	280	665954	670556	1	282	670194	2	555	671139	1	282	670194	674621	1	284	674435	2	2098	inorganic	correct	676754	1	285	676555	679153	1	286	678674	2	276	679453	1	286	678674	fal_07906.png	fal_Buegeleisen.png	fal_Korb.png	ok
60601	09/08/2021 14:25:49	1	31	74479	682902	1	287	680794	685984	1	289	685034	2	1075	organic	incorrect	687084	1	289	685034	690716	1	291	689274	3	436	691182	1	291	689274	695647	1	293	693514	3	1975	organic	correct	697647	1	294	695634	701112	1	296	699874	3	285	701429	1	296	699874	mon_65798.png	mon_Kartoffel.png	mon_Fuchs.png	ok
60601	09/08/2021 14:26:09	1	32	74479	706327	1	299	706234	709493	1	300	708354	3	1148	inorganic	incorrect	710676	1	301	710474	714208	1	302	712594	2	205	714458	1	302	712594	717640	1	304	716834	2	2560	inorganic	incorrect	720222	1	305	718954	721489	1	306	721074	2	862	722388	1	306	721074	mai_06530.png	mai_Auto.png	mai_Gewehr.png	ok
60601	09/08/2021 14:26:27	1	33	74479	725987	1	308	725314	729036	1	309	727434	2	244	inorganic	correct	729303	1	309	727434	732801	1	311	731674	2	562	733401	1	311	731674	736767	1	313	735914	2	1990	inorganic	incorrect	738783	1	314	738034	741065	1	315	740154	2	161	741249	1	315	740154	fax_14883.png	fax_Fahrrad.png	fax_Klebeband.png	ok
60601	09/08/2021 14:26:48	1	34	74479	744531	1	317	744394	746497	1	317	744394	2	1033	organic	incorrect	747563	1	318	746514	751195	1	320	750754	2	319	751545	1	320	750754	755577	1	322	754994	2	849	organic	correct	756460	1	322	754994	761042	1	324	759234	4	334	761425	1	325	761353	moe_02012.png	moe_Pommes.png	moe_Waschbaer.png	ok
60601	09/08/2021 14:27:08	1	35	74479	764741	1	326	763474	768289	1	328	767714	3	284	inorganic	incorrect	768606	1	328	767714	772055	1	330	771954	2	271	772355	1	330	771954	776153	1	331	774074	3	2447	inorganic	correct	778636	1	333	778313	780085	1	333	778313	2	796	780918	1	334	780434	mas_41366.png	mas_Bueroklammer.png	mas_Tisch.png	ok
60601	09/08/2021 14:27:29	1	36	74479	785050	1	336	784673	787483	1	337	786793	3	764	inorganic	incorrect	788283	1	337	786793	792148	1	339	791034	2	306	792481	1	339	791034	797163	1	341	795273	3	1587	inorganic	correct	798779	1	342	797394	801561	1	343	799514	3	293	801878	1	344	801633	maw_04767.png	maw_Pingpongschlaeger.png	maw_Schlauchboot.png	ok
60601	09/08/2021 14:27:48	1	37	74479	805777	1	345	803754	807493	1	346	805874	3	411	organic	correct	807926	1	346	805874	812724	1	349	812234	2	1190	813941	1	349	812234	817056	1	351	816473	3	2383	organic	correct	819472	1	352	818593	821355	1	353	820714	2	797	822188	1	353	820714	foe_08236.png	foe_Adler.png	foe_Tannenzapfen.png	ok
