ID	DateTime	Run	Retrieval_Trial	FaceRecog_OnsetTime	FaceRecog_OnsetTimeUncertainty	FaceRecog_fMRI_Pulse	FaceRecog_fMRI_PulseTime	Assoc_Retrieval_OnsetTime	Assoc_Retrieval_OnsetTimeUncertainty	Assoc_Retrieval_fMRI_Pulse	Assoc_Retrieval_fMRI_PulseTime	Assoc_Retrieval_Pressed_Button	Assoc_Retrieval_RT	Assoc_Retrieval_Response_Category	Assoc_Retrieval_Accuracy	Assoc_Retrieval_Feedback_OnsetTime	Assoc_Retrieval_Feedback_OnsetTimeUncertainty	Assoc_Retrieval_Feedback_fMRI_Pulse	Assoc_Retrieval_Feedback_fMRI_PulseTime	Retrieval_consc_Rating_OnsetTime	Retrieval_consc_Rating_OnsetTimeUncertainty	Retrieval_consc_Rating_fMRI_Pulse	Retrieval_consc_Rating_fMRI_PulseTime	Retrieval_consc_Rating_Pressed_Button	Retrieval_consc_Rating_RT	Retrieval_consc_Rating_Feedback_OnsetTime	Retrieval_consc_Rating_Feedback_OnsetTimeUncertainty	Retrieval_consc_Rating_Feedback_fMRI_Pulse	Retrieval_consc_Rating_Feedback_fMRI_PulseTime	Presented_Person	Presented_Target	Presented_Lure	num_pulse	fifth_pulse_time	TrialStatus
67823	08/10/2021 16:24:22	1	1	1626551	1	665	1625661	1629567	1	666	1627781	3	322	organic	correct	1629917	1	666	1627781	1634182	1	669	1634141	4	407	1634615	1	669	1634141	fop_00621.png	fop_Koala.png	fop_Mango.png	665	1625661	ok
67823	08/10/2021 16:24:31	1	2	1637764	1	670	1636261	1639497	1	671	1638381	3	353	organic	correct	1639880	1	671	1638381	1643029	1	673	1642620	3	252	1643312	1	673	1642620	mou_01862.png	mou_Croissant.png	mou_Kraehe.png	665	1625661	ok
67823	08/10/2021 16:24:44	1	3	1646828	1	674	1644741	1650310	1	676	1648981	3	295	organic	correct	1650643	1	676	1648981	1654825	1	678	1653221	2	1056	1655908	1	679	1655341	moe_02012.png	moe_Pommes.png	moe_Waschbaer.png	665	1625661	ok
67823	08/10/2021 16:24:56	1	4	1659957	1	681	1659580	1661889	1	682	1661701	2	296	inorganic	correct	1662222	1	682	1661701	1667054	1	684	1665940	2	327	1667404	1	684	1665940	faw_14215.png	faw_Kuechenmaschine.png	faw_Hufeisen.png	665	1625661	ok
67823	08/10/2021 16:25:05	1	5	1671636	1	686	1670181	1673452	1	687	1672301	2	224	inorganic	correct	1673719	1	687	1672301	1676834	1	689	1676541	4	302	1677167	1	689	1676541	maj_01545.png	maj_Krawatte.png	maj_Computermaus.png	665	1625661	ok
67823	08/10/2021 16:25:17	1	6	1681516	1	691	1680781	1684482	1	692	1682900	2	324	inorganic	correct	1684831	1	692	1682900	1688497	1	694	1687141	3	286	1688813	1	694	1687141	mak_00987.png	mak_Socken.png	mak_Rucksack.png	665	1625661	ok
67823	08/10/2021 16:25:29	1	7	1692962	1	696	1691380	1696361	1	698	1695621	3	541	organic	correct	1696927	1	698	1695621	1699993	1	700	1699860	2	271	1700293	1	700	1699860	foi_03389.png	foi_Pflanze.png	foi_Apfelkuchen.png	665	1625661	ok
67823	08/10/2021 16:25:39	1	8	1705008	1	702	1704100	1706607	1	703	1706220	2	1434	inorganic	correct	1708074	1	703	1706220	1711689	1	705	1710461	2	266	1711989	1	705	1710461	mao_11634.png	mao_Kegel.png	mao_Stempel.png	665	1625661	ok
67823	08/10/2021 16:25:51	1	9	1715488	1	707	1714700	1717904	1	708	1716821	2	257	organic	incorrect	1718187	1	708	1716821	1722935	1	710	1721060	3	41	1723019	1	710	1721060	mos_20953.png	mos_Traube.png	mos_Eintagsfliege.png	665	1625661	ok
67823	08/10/2021 16:26:04	1	10	1727500	1	713	1727420	1730849	1	714	1729540	2	566	organic	incorrect	1731449	1	714	1729540	1734565	1	716	1733781	3	472	1735065	1	716	1733781	mol_07679.png	mol_Pizza.png	mol_Schimpanse.png	665	1625661	ok
