ID	DateTime	Run	Delayed_Retrieval_Trial	First_Pulse_Time	FaceRecog_OnsetTime	FaceRecog_OnsetTimeUncertainty	FaceRecog_fMRI_Pulse	FaceRecog_fMRI_PulseTime	Assoc_Retrieval_OnsetTime	Assoc_Retrieval_OnsetTimeUncertainty	Assoc_Retrieval_fMRI_Pulse	Assoc_Retrieval_fMRI_PulseTime	Assoc_Retrieval_Pressed_Button	Assoc_Retrieval_RT	Assoc_Retrieval_Response_Category	Assoc_Retrieval_Accuracy	Assoc_Retrieval_Feedback_OnsetTime	Assoc_Retrieval_Feedback_OnsetTimeUncertainty	Assoc_Retrieval_Feedback_fMRI_Pulse	Assoc_Retrieval_Feedback_fMRI_PulseTime	Retrieval_consc_Rating_OnsetTime	Retrieval_consc_Rating_OnsetTimeUncertainty	Retrieval_consc_Rating_fMRI_Pulse	Retrieval_consc_Rating_fMRI_PulseTime	Retrieval_consc_Rating_Pressed_Button	Retrieval_consc_Rating_RT	Retrieval_consc_Rating_Feedback_OnsetTime	Retrieval_consc_Rating_Feedback_OnsetTimeUncertainty	Retrieval_consc_Rating_Feedback_fMRI_Pulse	Retrieval_consc_Rating_Feedback_fMRI_PulseTime	ForcedChoice_OnsetTime	ForcedChoice_OnsetTimeUncertainty	ForcedChoice_fMRI_Pulse	ForcedChoice_fMRI_PulseTime	ForcedChoice_Pressed_Button	ForcedChoice_RT	ForcedChoice_Response_Category	ForcedChoice_Accuracy	ForcedChoice_Feedback_OnsetTime	ForcedChoice_Feedback_OnsetTimeUncertainty	ForcedChoice_Feedback_fMRI_Pulse	ForcedChoice_Feedback_fMRI_PulseTime	Recognition_consc_Rating_OnsetTime	Recognition_consc_Rating_OnsetTimeUncertainty	Recognition_consc_Rating_fMRI_Pulse	Recognition_consc_Rating_fMRI_PulseTime	Recognition_consc_Rating_Pressed_Button	Recognition_consc_Rating_RT	Recognition_consc_Rating_Feedback_OnsetTime	Recognition_consc_Rating_Feedback_OnsetTimeUncertainty	Recognition_consc_Rating_Feedback_fMRI_Pulse	Recognition_consc_Rating_Feedback_fMRI_PulseTime	Presented_Person	Presented_Target	Presented_Lure	TrialStatus
63062	07/20/2021 09:14:32	1	1	37966	54081	1	6	51457	55981	1	7	54166	3	1588	inorganic	incorrect	57597	1	8	56867	60729	1	9	59566	2	1070	61829	1	9	59566	64194	1	10	62266	2	1825	inorganic	correct	66061	1	11	64966	69193	1	12	67666	3	534	69776	1	12	67666	mas_41366.png	mas_Tisch.png	mas_Bueroklammer.png	ok
63062	07/20/2021 09:14:52	1	2	37966	73575	1	14	73066	76724	1	15	75766	2	2243	inorganic	correct	78989	1	16	78466	80156	1	16	78466	2	894	81072	1	16	78466	85404	1	18	83866	2	1883	inorganic	incorrect	87320	1	19	86566	89952	1	20	89266	4	476	90452	1	20	89266	fax_14883.png	fax_Fahrrad.png	fax_Klebeband.png	ok
63062	07/20/2021 09:15:13	1	3	37966	93435	1	21	91966	96734	1	22	94666	3	1338	organic	correct	98100	1	23	97366	101332	1	24	100066	2	1044	102398	1	24	100066	106580	1	26	105466	3	2552	organic	incorrect	109163	1	27	108166	110679	1	27	108166	2	773	111479	1	28	110866	moe_02012.png	moe_Waschbaer.png	moe_Pommes.png	ok
63062	07/20/2021 09:15:35	1	4	37966	115077	1	29	113566	118310	1	30	116266	2	1516	organic	incorrect	119876	1	31	118965	122591	1	32	121666	2	639	123258	1	32	121666	127373	1	34	127065	3	1211	organic	incorrect	128606	1	34	127065	132738	1	36	132466	4	470	133238	1	36	132466	mof_02408.png	mof_Hahn.png	mof_Spaghetti.png	ok
63062	07/20/2021 09:15:54	1	5	37966	137403	1	37	135165	139686	1	38	137866	3	1871	inorganic	incorrect	141585	1	39	140566	144084	1	40	143265	2	651	144767	1	40	143265	147700	1	41	145966	2	2740	inorganic	correct	150465	1	42	148666	152315	1	43	151365	2	594	152931	1	43	151365	maw_04767.png	maw_Pingpongschlaeger.png	maw_Schlauchboot.png	ok
63062	07/20/2021 09:16:13	1	6	37966	155847	1	44	154066	157763	1	45	156766	3	1011	organic	correct	158796	1	45	156766	161412	1	46	159465	4	408	161845	1	46	159465	166527	1	48	164866	3	1012	organic	correct	167576	1	48	164866	170275	1	49	167565	4	484	170792	1	50	170266	mom_59361.png	mom_Loewe.png	mom_Ei.png	ok
63062	07/20/2021 09:16:32	1	7	37966	174557	1	51	172966	176806	1	52	175665	3	1170	organic	correct	178006	1	52	175665	180372	1	53	178366	2	740	181138	1	54	181065	184221	1	55	183765	3	1192	organic	incorrect	185437	1	55	183765	188752	1	56	186466	3	1594	190369	1	57	189165	fou_17118.png	fou_Feige.png	fou_Schmetterling.png	ok
63062	07/20/2021 09:16:51	1	8	37966	193767	1	58	191865	196700	1	59	194566	2	580	organic	incorrect	197316	1	60	197265	201915	1	61	199965	2	1128	203064	1	62	202666	205497	1	63	205365	3	2025	organic	correct	207546	1	63	205365	209146	1	64	208065	4	839	210012	1	64	208065	foa_00207.png	foa_Marienkaefer.png	foa_Aubergine.png	ok
63062	07/20/2021 09:17:13	1	9	37966	213278	1	65	210766	216493	1	67	216165	2	1649	inorganic	correct	218193	1	67	216165	221275	1	68	218865	2	1175	222474	1	69	221565	225623	1	70	224265	2	2695	inorganic	incorrect	228339	1	71	226966	230288	1	72	229665	3	1738	232055	1	72	229665	fal_07906.png	fal_Korb.png	fal_Buegeleisen.png	ok
63062	07/20/2021 09:17:34	1	10	37966	234920	1	73	232365	237819	1	75	237765	2	1887	organic	incorrect	239735	1	75	237765	243017	1	76	240465	2	838	243884	1	77	243165	246500	1	78	245865	3	1955	organic	correct	248482	1	78	245865	250565	1	79	248565	4	441	251031	1	79	248565	foc_02157.png	foc_Eule.png	foc_Brombeere.png	ok
63062	07/20/2021 09:17:54	1	11	37966	255563	1	81	253965	258779	1	82	256665	3	1554	organic	correct	260362	1	83	259365	262911	1	84	262065	2	1138	264094	1	84	262065	266843	1	85	264765	3	1241	organic	correct	268109	1	86	267465	271125	1	87	270165	4	1436	272591	1	87	270165	moh_06446.png	moh_Birne.png	moh_Muecke.png	ok
63062	07/20/2021 09:18:15	1	12	37966	275673	1	89	275564	278772	1	90	278265	3	1303	inorganic	incorrect	280105	1	90	278265	283121	1	91	280965	2	827	283970	1	92	283664	288102	1	93	286365	3	2179	inorganic	incorrect	290302	1	94	289065	292118	1	95	291764	3	444	292584	1	95	291764	fan_17286.png	fan_Lampe.png	fan_Klavier.png	ok
63062	07/20/2021 09:18:35	1	13	37966	296499	1	96	294465	298266	1	97	297165	2	890	inorganic	correct	299182	1	97	297165	303031	1	99	302565	4	512	303580	1	99	302565	307429	1	100	305264	3	947	inorganic	correct	308412	1	101	307964	312177	1	102	310665	4	644	312861	1	102	310665	fac_02146.png	fac_Ohrring.png	fac_Haarbuerste.png	ok
63062	07/20/2021 09:18:55	1	14	37966	317259	1	104	316064	319675	1	105	318765	2	2052	inorganic	correct	321758	1	106	321464	323890	1	106	321464	2	1244	325156	1	107	324164	327572	1	108	326865	3	2005	inorganic	correct	329605	1	109	329564	333070	1	110	332264	4	379	333487	1	110	332264	faj_07783.png	faj_Schuh.png	faj_Parfuem.png	ok
63062	07/20/2021 09:19:15	1	15	37966	337419	1	111	334965	339402	1	112	337664	2	1574	inorganic	correct	341001	1	113	340364	344517	1	114	343065	2	952	345500	1	114	343065	349082	1	116	348464	2	2048	inorganic	correct	351164	1	116	348464	353097	1	117	351165	3	535	353663	1	117	351165	fab_06018.png	fab_Kinderwagen.png	fab_Staubsauger.png	ok
63062	07/20/2021 09:19:35	1	16	37966	356779	1	119	356564	359795	1	120	359265	2	1696	inorganic	correct	361528	1	120	359265	363593	1	121	361964	3	1517	365160	1	122	364664	368325	1	123	367364	2	761	inorganic	correct	369108	1	123	367364	372324	1	124	370064	4	310	372657	1	124	370064	fai_07494.png	fai_Kommode.png	fai_Foehn.png	ok
63062	07/20/2021 09:19:57	1	17	37966	377405	1	126	375464	379138	1	127	378164	3	1478	inorganic	incorrect	380654	1	127	378164	383720	1	129	383564	2	1500	385253	1	129	383564	388568	1	130	386264	3	1582	inorganic	incorrect	390185	1	131	388964	394133	1	132	391664	2	900	395066	1	133	394364	fap_16329.png	fap_Kissen.png	fap_Knopf.png	ok
63062	07/20/2021 09:20:16	1	18	37966	398948	1	134	397064	401064	1	135	399764	2	1895	organic	incorrect	402997	1	136	402464	406212	1	137	405164	2	614	406862	1	137	405164	410294	1	138	407864	2	1721	organic	correct	412060	1	139	410564	414610	1	140	413264	3	1853	416492	1	141	415964	fok_09378.png	fok_Palme.png	fok_Kaenguruh.png	ok
63062	07/20/2021 09:20:37	1	19	37966	418342	1	141	415964	420341	1	142	418664	3	1813	inorganic	incorrect	422190	1	143	421363	424706	1	144	424064	3	1189	425922	1	144	424064	429671	1	146	429463	3	2887	inorganic	correct	432587	1	147	432164	434919	1	148	434864	3	2125	437069	1	148	434864	maj_01545.png	maj_Computermaus.png	maj_Krawatte.png	ok
63062	07/20/2021 09:20:58	1	20	37966	439335	1	149	437563	441934	1	150	440264	3	985	organic	correct	442950	1	150	440264	446599	1	152	445663	3	596	447232	1	152	445663	451464	1	154	451064	2	2525	organic	correct	454013	1	155	453763	456879	1	156	456464	4	411	457312	1	156	456464	moj_11821.png	moj_Walnuss.png	moj_Blatt.png	ok
63062	07/20/2021 09:21:17	1	21	37966	460411	1	157	459164	463077	1	158	461863	2	1128	organic	incorrect	464243	1	158	461863	467458	1	160	467264	2	873	468358	1	160	467264	471157	1	161	469963	2	1412	organic	correct	472590	1	161	469963	474906	1	162	472664	2	558	475489	1	163	475364	mon_65798.png	mon_Kartoffel.png	mon_Fuchs.png	ok
63062	07/20/2021 09:21:38	1	22	37966	479338	1	164	478063	482587	1	165	480764	3	1278	inorganic	incorrect	483886	1	166	483463	486519	1	167	486163	2	597	487152	1	167	486163	490767	1	168	488864	3	2026	inorganic	incorrect	492817	1	169	491563	496282	1	170	494263	3	1093	497398	1	171	496964	mau_49693.png	mau_Wasserventil.png	mau_Leiter.png	ok
63062	07/20/2021 09:22:00	1	23	37966	500197	1	172	499663	502613	1	173	502363	3	683	inorganic	incorrect	503330	1	173	502363	507945	1	175	507763	2	690	508661	1	175	507763	512893	1	176	510463	3	1469	inorganic	incorrect	514409	1	177	513164	516708	1	178	515863	3	2315	519058	1	179	518563	mal_04470.png	mal_Drucker.png	mal_Kugelschreiber.png	ok
63062	07/20/2021 09:22:20	1	24	37966	522023	1	180	521264	523673	1	180	521264	2	1283	organic	incorrect	524989	1	181	523963	528621	1	182	526663	2	933	529587	1	183	529364	532870	1	184	532063	2	2268	organic	incorrect	535169	1	185	534763	537285	1	185	534763	2	1279	538601	1	186	537464	foq_16799.png	foq_Pinguin.png	foq_Fenchel.png	ok
63062	07/20/2021 09:22:39	1	25	37966	542383	1	187	540163	544582	1	188	542863	2	1166	inorganic	correct	545782	1	189	545563	549831	1	190	548263	2	868	550730	1	190	548263	553596	1	191	550963	3	1888	inorganic	correct	555512	1	192	553663	557261	1	193	556363	4	1096	558394	1	193	556363	mat_23275.png	mat_Feuerzeug.png	mat_Helm.png	ok
63062	07/20/2021 09:22:59	1	26	37966	560994	1	194	559063	563626	1	195	561763	2	1372	organic	incorrect	565026	1	196	564463	567691	1	197	567163	2	1176	568891	1	197	567163	572256	1	198	569863	3	1631	organic	correct	573923	1	199	572563	577088	1	200	575263	4	407	577521	1	200	575263	foj_08220.png	foj_Rose.png	foj_Waffel.png	ok
