ID	DateTime	Run	Delayed_Retrieval_Trial	First_Pulse_Time	FaceRecog_OnsetTime	FaceRecog_OnsetTimeUncertainty	FaceRecog_fMRI_Pulse	FaceRecog_fMRI_PulseTime	Assoc_Retrieval_OnsetTime	Assoc_Retrieval_OnsetTimeUncertainty	Assoc_Retrieval_fMRI_Pulse	Assoc_Retrieval_fMRI_PulseTime	Assoc_Retrieval_Pressed_Button	Assoc_Retrieval_RT	Assoc_Retrieval_Response_Category	Assoc_Retrieval_Accuracy	Assoc_Retrieval_Feedback_OnsetTime	Assoc_Retrieval_Feedback_OnsetTimeUncertainty	Assoc_Retrieval_Feedback_fMRI_Pulse	Assoc_Retrieval_Feedback_fMRI_PulseTime	Retrieval_consc_Rating_OnsetTime	Retrieval_consc_Rating_OnsetTimeUncertainty	Retrieval_consc_Rating_fMRI_Pulse	Retrieval_consc_Rating_fMRI_PulseTime	Retrieval_consc_Rating_Pressed_Button	Retrieval_consc_Rating_RT	Retrieval_consc_Rating_Feedback_OnsetTime	Retrieval_consc_Rating_Feedback_OnsetTimeUncertainty	Retrieval_consc_Rating_Feedback_fMRI_Pulse	Retrieval_consc_Rating_Feedback_fMRI_PulseTime	ForcedChoice_OnsetTime	ForcedChoice_OnsetTimeUncertainty	ForcedChoice_fMRI_Pulse	ForcedChoice_fMRI_PulseTime	ForcedChoice_Pressed_Button	ForcedChoice_RT	ForcedChoice_Response_Category	ForcedChoice_Accuracy	ForcedChoice_Feedback_OnsetTime	ForcedChoice_Feedback_OnsetTimeUncertainty	ForcedChoice_Feedback_fMRI_Pulse	ForcedChoice_Feedback_fMRI_PulseTime	Recognition_consc_Rating_OnsetTime	Recognition_consc_Rating_OnsetTimeUncertainty	Recognition_consc_Rating_fMRI_Pulse	Recognition_consc_Rating_fMRI_PulseTime	Recognition_consc_Rating_Pressed_Button	Recognition_consc_Rating_RT	Recognition_consc_Rating_Feedback_OnsetTime	Recognition_consc_Rating_Feedback_OnsetTimeUncertainty	Recognition_consc_Rating_Feedback_fMRI_Pulse	Recognition_consc_Rating_Feedback_fMRI_PulseTime	Presented_Person	Presented_Target	Presented_Lure	TrialStatus
64763	08/11/2021 15:23:24	1	1	240363	251364	1	6	250962	254613	1	7	253083	3	1883	inorganic	incorrect	256529	1	8	255203	259645	1	10	259442	3	1011	260678	1	10	259442	263477	1	11	261563	2	1201	inorganic	correct	264710	1	12	263683	267126	1	13	265802	4	713	267875	1	13	265802	faj_07783.png	faj_Parfuem.png	faj_Schuh.png	ok
64763	08/11/2021 15:23:44	1	2	240363	271974	1	15	270043	273873	1	16	272163	3	610	organic	correct	274507	1	17	274282	277239	1	18	276402	4	560	277822	1	18	276402	281171	1	20	280643	3	1126	organic	correct	282321	1	20	280643	286036	1	22	284883	4	479	286552	1	22	284883	mos_20953.png	mos_Traube.png	mos_Eintagsfliege.png	ok
64763	08/11/2021 15:24:05	1	3	240363	291268	1	24	289122	293717	1	26	293363	3	918	organic	correct	294666	1	26	293363	298665	1	28	297602	3	360	299048	1	28	297602	303447	1	30	301843	3	1403	organic	incorrect	304880	1	31	303962	307945	1	32	306082	2	1638	309611	1	33	308202	mol_07679.png	mol_Schimpanse.png	mol_Pizza.png	ok
64763	08/11/2021 15:24:24	1	4	240363	312327	1	34	310323	314243	1	35	312442	3	1661	inorganic	incorrect	315926	1	36	314562	319141	1	38	318803	2	609	319791	1	38	318803	323323	1	40	323042	2	1697	inorganic	correct	325056	1	40	323042	327422	1	42	327282	4	410	327855	1	42	327282	mac_59169.png	mac_Dartpfeil.png	mac_Medaille.png	ok
64763	08/11/2021 15:24:46	1	5	240363	331621	1	44	331522	334853	1	45	333643	2	473	organic	incorrect	335353	1	45	333643	339884	1	47	337882	2	348	340268	1	48	340002	344283	1	50	344242	2	2042	organic	correct	346349	1	50	344242	348631	1	52	348482	4	392	349048	1	52	348482	foc_02157.png	foc_Brombeere.png	foc_Eule.png	ok
64763	08/11/2021 15:25:08	1	6	240363	353530	1	54	352722	356129	1	55	354842	3	262	organic	correct	356412	1	55	354842	361377	1	58	361202	4	497	361910	1	58	361202	366325	1	60	365442	2	903	organic	correct	367259	1	60	365442	370441	1	62	369682	4	561	371041	1	62	369682	for_15187.png	for_Seehund.png	for_Mandel.png	ok
64763	08/11/2021 15:25:29	1	7	240363	375722	1	64	373922	377622	1	65	376042	3	356	organic	correct	378005	1	65	376042	381154	1	67	380281	4	355	381537	1	67	380281	385952	1	69	384522	2	2245	organic	incorrect	388218	1	70	386642	391134	1	72	390882	2	477	391634	1	72	390882	foa_00207.png	foa_Marienkaefer.png	foa_Aubergine.png	ok
64763	08/11/2021 15:25:51	1	8	240363	396399	1	74	395122	398815	1	75	397241	3	738	inorganic	incorrect	399581	1	76	399362	403913	1	78	403601	3	574	404513	1	78	403601	408894	1	80	407842	2	954	inorganic	correct	409877	1	80	407842	413776	1	82	412081	4	352	414159	1	82	412081	mai_06530.png	mai_Auto.png	mai_Gewehr.png	ok
64763	08/11/2021 15:26:12	1	9	240363	418341	1	84	416322	420424	1	85	418441	2	289	organic	incorrect	420757	1	86	420561	424756	1	87	422682	4	297	425089	1	88	424802	429554	1	90	429041	3	1746	organic	correct	431320	1	91	431162	434536	1	92	433282	2	727	435285	1	92	433282	moe_02012.png	moe_Pommes.png	moe_Waschbaer.png	ok
64763	08/11/2021 15:26:32	1	10	240363	439634	1	94	437521	442183	1	96	441761	2	766	inorganic	correct	442983	1	96	441761	446982	1	98	446002	4	625	447631	1	98	446002	450664	1	100	450241	3	702	inorganic	correct	451397	1	100	450241	454929	1	102	454482	4	430	455395	1	102	454482	fac_02146.png	fac_Ohrring.png	fac_Haarbuerste.png	ok
64763	08/11/2021 15:26:53	1	11	240363	459644	1	104	458721	461360	1	105	460841	3	2443	inorganic	incorrect	463826	1	106	462962	466642	1	107	465081	2	348	467025	1	107	465081	471840	1	110	471442	2	2546	inorganic	correct	474422	1	111	473561	477371	1	112	475681	2	325	477721	1	112	475681	fax_14883.png	fax_Klebeband.png	fax_Fahrrad.png	ok
64763	08/11/2021 15:27:13	1	12	240363	480870	1	114	479921	482636	1	115	482041	2	1451	inorganic	correct	484119	1	115	482041	486618	1	117	486282	3	347	487001	1	117	486282	490850	1	119	490521	0	0	inorganic	miss	490850	1	120	492641	495748	1	121	494761	3	1767	497548	1	122	496881	mas_41366.png	mas_Tisch.png	mas_Bueroklammer.png	ok
64763	08/11/2021 15:27:32	1	13	240363	500830	1	123	499001	503296	1	125	503241	3	751	inorganic	incorrect	504079	1	125	503241	507244	1	126	505361	3	260	507528	1	127	507481	511143	1	128	509601	2	1718	inorganic	correct	512893	1	129	511721	515158	1	130	513841	4	352	515542	1	130	513841	mae_01010.png	mae_Taschenrechner.png	mae_Schach.png	ok
64763	08/11/2021 15:27:52	1	14	240363	519907	1	132	518081	522056	1	133	520201	3	1894	organic	correct	523972	1	134	522321	527021	1	136	526561	2	542	527588	1	136	526561	530787	1	137	528681	2	1681	organic	incorrect	532503	1	138	530801	535418	1	140	535041	2	296	535751	1	140	535041	mog_03090.png	mog_Fledermaus.png	mog_Pilz.png	ok
64763	08/11/2021 15:28:11	1	15	240363	539717	1	142	539281	541783	1	143	541400	2	1077	inorganic	correct	542882	1	143	541400	546614	1	145	545641	4	466	547114	1	145	545641	549997	1	147	549880	0	0	inorganic	miss	549997	1	148	552001	553895	1	148	552001	2	2467	556395	1	150	556240	map_41499.png	map_Globus.png	map_Pfeife.png	ok
64763	08/11/2021 15:28:30	1	16	240363	558011	1	150	556240	561359	1	152	560481	3	303	inorganic	incorrect	561693	1	152	560481	566324	1	154	564720	4	412	566791	1	154	564720	570423	1	156	568961	3	1969	inorganic	correct	572422	1	157	571080	574172	1	158	573200	3	1199	575405	1	159	575321	fag_06539.png	fag_Geschenk.png	fag_Portemonnaie.png	ok
64763	08/11/2021 15:28:51	1	17	240363	577571	1	160	577441	579153	1	160	577441	3	267	inorganic	incorrect	579453	1	160	577441	584218	1	163	583801	3	379	584635	1	163	583801	589200	1	165	588040	3	1421	inorganic	correct	590650	1	166	590160	593649	1	167	592281	4	443	594115	1	167	592281	fai_07494.png	fai_Kommode.png	fai_Foehn.png	ok
64763	08/11/2021 15:29:10	1	18	240363	598764	1	170	598641	600596	1	170	598641	3	1347	organic	correct	601979	1	171	600761	603962	1	172	602880	2	712	604711	1	172	602880	608544	1	174	607121	3	1898	organic	correct	610476	1	175	609241	612975	1	176	611360	2	482	613492	1	176	611360	mot_69374.png	mot_Hotdog.png	mot_Bison.png	ok
64763	08/11/2021 15:29:29	1	19	240363	617157	1	178	615601	620473	1	180	619840	3	313	inorganic	incorrect	620823	1	180	619840	623838	1	181	621960	2	554	624421	1	182	624081	627537	1	183	626200	2	1353	inorganic	correct	628920	1	184	628320	632252	1	184	628320	3	318	632602	1	185	632560	mau_49693.png	mau_Wasserventil.png	mau_Leiter.png	ok
64763	08/11/2021 15:29:49	1	20	240363	636617	1	186	634680	639933	1	188	638921	2	643	inorganic	correct	640599	1	188	638921	645231	1	190	643160	3	495	645748	1	191	645280	648863	1	192	647400	2	1804	inorganic	correct	650696	1	193	649520	653228	1	194	651640	3	289	653545	1	194	651640	fat_12032.png	fat_Einkaufswagen.png	fat_Kleiderbuegel.png	ok
64763	08/11/2021 15:30:11	1	21	240363	656594	1	196	655880	659676	1	197	658000	2	576	inorganic	correct	660276	1	198	660120	664525	1	200	664360	3	796	665374	1	200	664360	668756	1	202	668600	2	722	inorganic	correct	669506	1	202	668600	673455	1	204	672840	4	346	673838	1	204	672840	mat_23275.png	mat_Feuerzeug.png	mat_Helm.png	ok
64763	08/11/2021 15:30:31	1	22	240363	678337	1	206	677080	681752	1	208	681320	2	406	inorganic	correct	682185	1	208	681320	685218	1	209	683440	2	466	685717	1	210	685559	690033	1	212	689800	2	1496	inorganic	correct	691549	1	212	689800	694681	1	214	694039	4	386	695098	1	214	694039	fal_07906.png	fal_Buegeleisen.png	fal_Korb.png	ok
64763	08/11/2021 15:30:51	1	23	240363	698796	1	216	698280	701679	1	217	700400	2	1782	organic	incorrect	703495	1	218	702519	705861	1	219	704640	2	357	706244	1	219	704640	709593	1	221	708879	2	1285	organic	correct	710909	1	221	708879	713258	1	223	713120	2	377	713658	1	223	713120	moh_06446.png	moh_Muecke.png	moh_Birne.png	ok
64763	08/11/2021 15:31:13	1	24	240363	718223	1	225	717359	720439	1	226	719480	3	424	organic	correct	720889	1	226	719480	725604	1	228	723719	3	693	726320	1	229	725839	730236	1	231	730080	3	1770	organic	correct	732035	1	231	730080	735351	1	233	734319	3	396	735784	1	233	734319	foi_03389.png	foi_Apfelkuchen.png	foi_Pflanze.png	ok
64763	08/11/2021 15:31:32	1	25	240363	740482	1	235	738560	743681	1	237	742799	2	1077	inorganic	correct	744781	1	237	742799	747080	1	239	747039	3	1948	749063	1	239	747039	751195	1	240	749159	2	1304	inorganic	correct	752528	1	241	751279	755527	1	242	753400	3	283	755844	1	243	755519	far_00736.png	far_Heissluftballon.png	far_Giesskanne.png	ok
64763	08/11/2021 15:31:54	1	26	240363	759859	1	245	759760	763374	1	246	761879	2	499	inorganic	correct	763924	1	246	761879	768339	1	249	768240	2	346	768723	1	249	768240	773088	1	251	772479	3	1758	inorganic	incorrect	774871	1	252	774599	776670	1	252	774599	2	836	777536	1	253	776720	fan_17286.png	fan_Lampe.png	fan_Klavier.png	ok
64763	08/11/2021 15:32:14	1	27	240363	781152	1	255	780959	783651	1	256	783079	2	1343	inorganic	correct	785017	1	256	783079	788783	1	258	787319	4	368	789182	1	258	787319	793581	1	260	791560	3	624	inorganic	correct	794231	1	261	793679	797446	1	262	795799	4	562	798046	1	263	797919	mak_00987.png	mak_Socken.png	mak_Rucksack.png	ok
64763	08/11/2021 15:32:35	1	28	240363	801362	1	264	800039	803761	1	265	802159	2	1109	inorganic	correct	804894	1	266	804279	808942	1	268	808519	2	372	809342	1	268	808519	813607	1	270	812759	3	2510	inorganic	incorrect	816157	1	271	814879	818889	1	272	816999	2	372	819289	1	273	819119	fap_16329.png	fap_Kissen.png	fap_Knopf.png	ok
64763	08/11/2021 15:32:56	1	29	240363	822604	1	274	821239	826137	1	276	825479	2	447	organic	incorrect	826620	1	276	825479	829969	1	278	829719	3	347	830352	1	278	829719	833884	1	279	831839	2	1787	organic	correct	835700	1	280	833959	838882	1	282	838198	3	619	839532	1	282	838198	foq_16799.png	foq_Pinguin.png	foq_Fenchel.png	ok
64763	08/11/2021 15:33:15	1	30	240363	843764	1	284	842439	845996	1	285	844559	2	1307	inorganic	correct	847329	1	286	846678	849845	1	287	848799	2	450	850328	1	287	848799	853711	1	289	853039	3	1707	inorganic	correct	855443	1	290	855158	859009	1	291	857279	4	413	859459	1	292	859399	mao_11634.png	mao_Stempel.png	mao_Kegel.png	ok
64763	08/11/2021 15:33:35	1	31	240363	862641	1	293	861518	864773	1	294	863638	2	303	organic	incorrect	865123	1	294	863638	869422	1	296	867879	3	317	869772	1	296	867879	873404	1	298	872119	3	1403	organic	incorrect	874837	1	299	874239	878002	1	300	876358	4	431	878469	1	300	876358	mou_01862.png	mou_Kraehe.png	mou_Croissant.png	ok
64763	08/11/2021 15:33:57	1	32	240363	882851	1	303	882719	886233	1	304	884838	3	579	inorganic	incorrect	886849	1	304	884838	889665	1	306	889079	2	1036	890731	1	306	889079	894997	1	308	893318	2	1286	inorganic	correct	896313	1	309	895438	900062	1	311	899678	4	355	900445	1	311	899678	faw_14215.png	faw_Hufeisen.png	faw_Kuechenmaschine.png	ok
64763	08/11/2021 15:34:19	1	33	240363	904910	1	313	903919	907792	1	314	906039	3	936	organic	correct	908759	1	315	908158	912407	1	316	910278	2	618	913074	1	317	912399	916922	6	319	916638	2	2241	organic	incorrect	919188	1	320	918758	921354	1	321	920879	2	413	921804	1	321	920879	fov_15046.png	fov_Zucchini.png	fov_Fisch.png	ok
64763	08/11/2021 15:34:37	1	34	240363	926586	1	323	925118	928702	1	324	927238	3	685	organic	correct	929418	1	325	929359	932667	1	326	931478	4	540	933234	1	326	931478	936066	1	328	935718	3	962	organic	correct	937049	1	328	935718	940215	1	330	939958	4	346	940598	1	330	939958	foe_08236.png	foe_Adler.png	foe_Tannenzapfen.png	ok
64763	08/11/2021 15:34:58	1	35	240363	944596	1	332	944198	947096	1	333	946318	3	466	organic	correct	947595	1	333	946318	951228	1	335	950558	4	1353	952610	1	335	950558	955893	1	337	954798	3	2137	organic	correct	958059	1	338	956918	960624	1	339	959038	3	679	961357	1	340	961158	moj_11821.png	moj_Blatt.png	moj_Walnuss.png	ok
64763	08/11/2021 15:35:19	1	36	240363	965106	1	341	963278	968505	1	343	967518	2	904	organic	incorrect	969438	1	343	967518	973387	1	345	971758	3	451	973870	1	345	971758	977435	1	347	975997	3	2196	organic	correct	979668	1	348	978118	982267	1	349	980238	2	587	982884	1	350	982358	mon_65798.png	mon_Fuchs.png	mon_Kartoffel.png	ok
64763	08/11/2021 15:35:40	1	37	240363	986082	1	351	984478	989031	1	353	988718	3	1144	organic	correct	990198	1	353	988718	993580	1	355	992958	2	852	994463	1	355	992958	998195	1	357	997198	2	1998	organic	correct	1000228	1	358	999317	1002277	1	359	1001438	2	408	1002710	1	359	1001438	mob_00760.png	mob_Igel.png	mob_Kiwi.png	ok
64763	08/11/2021 15:35:58	1	38	240363	1007075	1	361	1005678	1008941	1	362	1007797	2	656	inorganic	correct	1009624	1	362	1007797	1012790	1	364	1012038	4	440	1013273	1	364	1012038	1017888	1	366	1016277	2	1528	inorganic	correct	1019438	1	367	1018398	1021870	1	368	1020518	4	646	1022553	1	368	1020518	fab_06018.png	fab_Staubsauger.png	fab_Kinderwagen.png	ok
64763	08/11/2021 15:36:17	1	39	240363	1025536	1	370	1024757	1027152	1	371	1026878	2	591	inorganic	correct	1027768	1	371	1026878	1032150	1	373	1031117	3	413	1032600	1	373	1031117	1036399	1	375	1035358	2	1092	inorganic	correct	1037515	1	376	1037477	1040047	1	377	1039597	3	983	1041064	1	377	1039597	maj_01545.png	maj_Krawatte.png	maj_Computermaus.png	ok
