ID	DateTime	Run	Encoding_Trial	FaceBase_OnsetTime	FaceBase_OnsetTimeUncertainty	FaceBase_fMRI_Pulse	FaceBase_fMRI_PulseTime	Assoc_Encoding_OnsetTime	Assoc_Encoding_OnsetTimeUncertainty	Assoc_Encoding_fMRI_Pulse	Assoc_Encoding_fMRI_PulseTime	Immediate_Recall_OnsetTime	Immediate_Recall_OnsetTimeUncertainty	Immediate_Recall_fMRI_Pulse	Immediate_Recall_fMRI_PulseTime	Immediate_Recall_Pressed_Button	Immediate_Recall_RT	Immediate_Recall_Accuracy	Immediate_Recall_Feedback_OnsetTime	Immediate_Recall_Feedback_OnsetTimeUncertainty	Immediate_Recall_Feedback_fMRI_Pulse	Immediate_Recall_Feedback_fMRI_PulseTime	Presented_Person	Presented_Object	Object_Category	First_pulse_time	TrialStatus
67475	07/20/2021 14:41:04	1	1	63395	1	6	62839	65811	1	7	65543	70709	1	8	68244	3	672	correct	71409	1	9	70943	fok_09378.png	fok_Kaenguruh.png	organic	49343	ok
67475	07/20/2021 14:41:14	1	2	75457	1	10	73643	78590	1	11	76343	81755	1	12	79043	3	948	correct	82738	1	13	81743	moh_06446.png	moh_Muecke.png	organic	49343	ok
67475	07/20/2021 14:41:26	1	3	85471	1	14	84443	88103	1	15	87143	93035	1	17	92543	2	586	correct	93651	1	17	92543	mao_11634.png	mao_Stempel.png	inorganic	49343	ok
67475	07/20/2021 14:41:38	1	4	97283	1	18	95243	100199	1	19	97943	104531	1	21	103343	2	964	incorrect	105531	1	21	103343	foj_08220.png	foj_Rose.png	organic	49343	ok
67475	07/20/2021 14:41:48	1	5	109279	1	23	108743	112278	1	24	111443	115910	1	25	114143	2	1000	correct	116943	1	26	116843	fac_02146.png	fac_Haarbuerste.png	inorganic	49343	ok
67475	07/20/2021 14:41:59	1	6	119343	1	26	116843	122358	1	28	122242	126773	1	29	124943	2	751	correct	127573	1	29	124943	mae_01010.png	mae_Taschenrechner.png	inorganic	49343	ok
67475	07/20/2021 14:42:10	1	7	131155	1	31	130342	134188	1	32	133043	137620	1	33	135743	3	641	correct	138286	1	33	135743	foc_02157.png	foc_Brombeere.png	organic	49343	ok
67475	07/20/2021 14:42:21	1	8	141702	1	35	141143	144934	1	36	143843	148033	1	37	146542	3	610	correct	148666	1	37	146542	mol_07679.png	mol_Pizza.png	organic	49343	ok
67475	07/20/2021 14:42:31	1	9	152181	1	39	151943	154681	1	40	154642	158063	1	41	157343	3	1070	correct	159162	1	41	157343	mos_20953.png	mos_Eintagsfliege.png	organic	49343	ok
67475	07/20/2021 14:42:40	1	10	162578	1	42	160043	164694	1	43	162742	168093	1	44	165443	2	656	correct	168776	1	45	168142	mau_49693.png	mau_Wasserventil.png	inorganic	49343	ok
67475	07/20/2021 14:42:49	1	11	171725	1	46	170842	173391	1	46	170842	177090	1	48	176242	2	1453	correct	178573	1	48	176242	mai_06530.png	mai_Auto.png	inorganic	49343	ok
67475	07/20/2021 14:42:58	1	12	180522	1	49	178942	182721	1	50	181643	185837	1	51	184342	2	1041	correct	186903	1	51	184342	mat_23275.png	mat_Helm.png	inorganic	49343	ok
67475	07/20/2021 14:43:09	1	13	189252	1	52	187042	192768	1	54	192442	196550	1	55	195142	2	849	correct	197433	1	55	195142	fab_06018.png	fab_Staubsauger.png	inorganic	49343	ok
67475	07/20/2021 14:43:21	1	14	200732	1	57	200542	203464	1	58	203242	207796	1	59	205942	3	967	correct	208796	1	60	208642	fop_00621.png	fop_Mango.png	organic	49343	ok
67475	07/20/2021 14:43:33	1	15	212911	1	61	211342	215343	1	62	214042	219359	1	63	216742	2	696	correct	220092	1	64	219443	far_00736.png	far_Giesskanne.png	inorganic	49343	ok
67475	07/20/2021 14:43:43	1	16	224191	1	65	222142	227123	1	66	224842	231321	1	68	230242	3	627	correct	231971	1	68	230242	mog_03090.png	mog_Pilz.png	organic	49343	ok
67475	07/20/2021 14:43:53	1	17	235037	1	69	232942	237769	1	70	235643	241002	1	71	238342	2	1678	correct	242701	1	72	241042	mak_00987.png	mak_Socken.png	inorganic	49343	ok
67475	07/20/2021 14:44:04	1	18	244600	1	73	243743	247999	1	74	246442	251715	1	75	249142	3	735	correct	252481	1	76	251842	fov_15046.png	fov_Zucchini.png	organic	49343	ok
67475	07/20/2021 14:44:16	1	19	256080	1	77	254542	259129	1	78	257242	263111	1	80	262642	2	782	incorrect	263927	1	80	262642	mou_01862.png	mou_Kraehe.png	organic	49343	ok
67475	07/20/2021 14:44:26	1	20	268092	1	82	268042	270458	1	82	268042	274340	1	84	273442	2	873	correct	275257	1	84	273442	maj_01545.png	maj_Computermaus.png	inorganic	49343	ok
67475	07/20/2021 14:44:38	1	21	278139	1	85	276142	281704	1	87	281542	285520	1	88	284242	3	752	correct	286303	1	88	284242	fou_17118.png	fou_Schmetterling.png	organic	49343	ok
67475	07/20/2021 14:44:50	1	22	289518	1	89	286942	291934	1	90	289642	296883	1	92	295042	3	1531	correct	298449	1	93	297741	mof_02408.png	mof_Spaghetti.png	organic	49343	ok
67475	07/20/2021 14:45:01	1	23	301198	1	94	300442	303364	1	95	303142	307679	1	96	305841	2	956	correct	308662	1	97	308542	fan_17286.png	fan_Lampe.png	inorganic	49343	ok
67475	07/20/2021 14:45:13	1	24	312711	1	98	311242	315510	1	99	313941	320175	1	101	319342	2	657	correct	320858	1	101	319342	map_41499.png	map_Globus.png	inorganic	49343	ok
67475	07/20/2021 14:45:25	1	25	324507	1	102	322041	326806	1	103	324742	331721	1	105	330141	3	645	correct	332387	1	105	330141	mot_69374.png	mot_Bison.png	organic	49343	ok
67475	07/20/2021 14:45:35	1	26	337002	1	107	335542	339518	1	108	338241	342884	1	109	340942	3	1207	correct	344117	1	110	343641	for_15187.png	for_Seehund.png	organic	49343	ok
