ID	DateTime	Run	Retrieval_Trial	FaceRecog_OnsetTime	FaceRecog_OnsetTimeUncertainty	FaceRecog_fMRI_Pulse	FaceRecog_fMRI_PulseTime	Assoc_Retrieval_OnsetTime	Assoc_Retrieval_OnsetTimeUncertainty	Assoc_Retrieval_fMRI_Pulse	Assoc_Retrieval_fMRI_PulseTime	Assoc_Retrieval_Pressed_Button	Assoc_Retrieval_RT	Assoc_Retrieval_Response_Category	Assoc_Retrieval_Accuracy	Assoc_Retrieval_Feedback_OnsetTime	Assoc_Retrieval_Feedback_OnsetTimeUncertainty	Assoc_Retrieval_Feedback_fMRI_Pulse	Assoc_Retrieval_Feedback_fMRI_PulseTime	Retrieval_consc_Rating_OnsetTime	Retrieval_consc_Rating_OnsetTimeUncertainty	Retrieval_consc_Rating_fMRI_Pulse	Retrieval_consc_Rating_fMRI_PulseTime	Retrieval_consc_Rating_Pressed_Button	Retrieval_consc_Rating_RT	Retrieval_consc_Rating_Feedback_OnsetTime	Retrieval_consc_Rating_Feedback_OnsetTimeUncertainty	Retrieval_consc_Rating_Feedback_fMRI_Pulse	Retrieval_consc_Rating_Feedback_fMRI_PulseTime	Presented_Person	Presented_Target	Presented_Lure	num_pulse	fifth_pulse_time	TrialStatus
67903	08/31/2021 13:58:59	1	1	1579748	1	663	1579497	1582880	1	664	1581617	3	1561	organic	correct	1584463	1	665	1583736	1588079	1	667	1587977	2	577	1588678	1	667	1587977	foq_16799.png	foq_Fenchel.png	foq_Pinguin.png	663	1579497	ok
67903	08/31/2021 13:59:09	1	2	1593093	1	669	1592216	1596259	1	670	1594336	2	874	organic	incorrect	1597159	1	671	1596457	1599641	1	672	1598576	2	837	1600524	1	672	1598576	mol_07679.png	mol_Schimpanse.png	mol_Pizza.png	663	1579497	ok
67903	08/31/2021 13:59:19	1	3	1603057	1	674	1602816	1604806	1	674	1602816	3	1415	inorganic	incorrect	1606256	1	675	1604937	1608255	1	676	1607056	2	543	1608821	1	676	1607056	far_00736.png	far_Giesskanne.png	far_Heissluftballon.png	663	1579497	ok
67903	08/31/2021 13:59:29	1	4	1612820	1	678	1611296	1615786	1	680	1615536	3	839	inorganic	incorrect	1616652	1	680	1615536	1619351	1	681	1617656	3	387	1619768	1	681	1617656	mau_49693.png	mau_Wasserventil.png	mau_Leiter.png	663	1579497	ok
67903	08/31/2021 13:59:39	1	5	1623350	1	683	1621896	1625782	1	684	1624016	3	1263	organic	correct	1627082	1	685	1626136	1630014	1	686	1628257	3	540	1630581	1	687	1630376	fok_09378.png	fok_Palme.png	fok_Kaenguruh.png	663	1579497	ok
67903	08/31/2021 13:59:50	1	6	1633363	1	688	1632496	1635263	1	689	1634616	2	917	organic	incorrect	1636212	1	689	1634616	1639278	1	691	1638856	3	1309	1640611	1	691	1638856	mom_59361.png	mom_Loewe.png	mom_Ei.png	663	1579497	ok
67903	08/31/2021 14:00:02	1	7	1644393	1	693	1643096	1647942	1	695	1647336	2	599	organic	incorrect	1648575	1	695	1647336	1651374	1	696	1649456	3	1088	1652507	1	697	1651576	mon_65798.png	mon_Kartoffel.png	mon_Fuchs.png	663	1579497	ok
67903	08/31/2021 14:00:13	1	8	1656355	1	699	1655816	1658755	1	700	1657936	3	1725	inorganic	incorrect	1660504	1	701	1660056	1662837	1	702	1662176	3	1501	1664369	1	703	1664296	mao_11634.png	mao_Kegel.png	mao_Stempel.png	663	1579497	ok
67903	08/31/2021 14:00:23	1	9	1667318	1	704	1666416	1668951	1	705	1668536	2	2095	inorganic	correct	1671084	1	706	1670656	1672633	1	706	1670656	2	1312	1673983	1	707	1672776	mas_41366.png	mas_Tisch.png	mas_Bueroklammer.png	663	1579497	ok
67903	08/31/2021 14:00:36	1	10	1676965	1	708	1674895	1680297	1	710	1679136	3	1427	organic	correct	1681747	1	711	1681256	1684896	1	712	1683375	4	1253	1686179	1	713	1685496	fou_17118.png	fou_Feige.png	fou_Schmetterling.png	663	1579497	ok
