ID	DateTime	Run	Retrieval_Trial	FaceRecog_OnsetTime	FaceRecog_OnsetTimeUncertainty	FaceRecog_fMRI_Pulse	FaceRecog_fMRI_PulseTime	Assoc_Retrieval_OnsetTime	Assoc_Retrieval_OnsetTimeUncertainty	Assoc_Retrieval_fMRI_Pulse	Assoc_Retrieval_fMRI_PulseTime	Assoc_Retrieval_Pressed_Button	Assoc_Retrieval_RT	Assoc_Retrieval_Response_Category	Assoc_Retrieval_Accuracy	Assoc_Retrieval_Feedback_OnsetTime	Assoc_Retrieval_Feedback_OnsetTimeUncertainty	Assoc_Retrieval_Feedback_fMRI_Pulse	Assoc_Retrieval_Feedback_fMRI_PulseTime	Retrieval_consc_Rating_OnsetTime	Retrieval_consc_Rating_OnsetTimeUncertainty	Retrieval_consc_Rating_fMRI_Pulse	Retrieval_consc_Rating_fMRI_PulseTime	Retrieval_consc_Rating_Pressed_Button	Retrieval_consc_Rating_RT	Retrieval_consc_Rating_Feedback_OnsetTime	Retrieval_consc_Rating_Feedback_OnsetTimeUncertainty	Retrieval_consc_Rating_Feedback_fMRI_Pulse	Retrieval_consc_Rating_Feedback_fMRI_PulseTime	Presented_Person	Presented_Target	Presented_Lure	num_pulse	fifth_pulse_time	TrialStatus
65399	07.06.2021 13:49	1	1	1597129	1	523	1596639	1599861	1	524	1599340	2	1540	organic	incorrect	1601427	1	524	1599340	1603360	1	525	1602040	2	874	1604259	1	525	1602040	moe_02012.png	moe_Waschbaer.png	moe_Pommes.png	523	1596639	ok
65399	07.06.2021 13:49	1	2	1608608	1	527	1607440	1610941	1	528	1610139	3	636	inorganic	incorrect	1611607	1	528	1610139	1614323	1	529	1612839	3	1079	1615439	1	529	1612839	fab_06018.png	fab_Kinderwagen.png	fab_Staubsauger.png	523	1596639	ok
65399	07.06.2021 13:49	1	3	1618555	1	531	1618239	1620987	1	532	1620939	2	1124	inorganic	correct	1622137	1	532	1620939	1624969	1	533	1623640	3	277	1625286	1	533	1623640	fal_07906.png	fal_Buegeleisen.png	fal_Korb.png	523	1596639	ok
65399	07.06.2021 13:50	1	4	1628335	1	534	1626339	1631250	1	535	1629039	2	531	inorganic	correct	1631817	1	536	1631740	1635266	1	537	1634439	2	570	1635865	1	537	1634439	mas_41366.png	mas_Tisch.png	mas_Bueroklammer.png	523	1596639	ok
65399	07.06.2021 13:50	1	5	1640081	1	539	1639840	1642797	1	540	1642539	3	1155	organic	correct	1643979	1	540	1642539	1646512	1	541	1645239	4	568	1647112	1	541	1645239	mou_01862.png	mou_Kraehe.png	mou_Croissant.png	523	1596639	ok
65399	07.06.2021 13:50	1	6	1651127	1	543	1650639	1654076	1	544	1653339	3	772	organic	correct	1654876	1	544	1653339	1658741	1	545	1656039	4	399	1659174	1	546	1658739	foq_16799.png	foq_Fenchel.png	foq_Pinguin.png	523	1596639	ok
65399	07.06.2021 13:50	1	7	1662806	1	547	1661439	1665222	1	548	1664139	3	1452	organic	correct	1666705	1	548	1664139	1669271	1	549	1666839	2	286	1669587	1	550	1669539	fou_17118.png	fou_Schmetterling.png	fou_Feige.png	523	1596639	ok
65399	07.06.2021 13:50	1	8	1674469	1	551	1672239	1677901	1	553	1677639	2	1939	inorganic	correct	1679867	1	553	1677639	1681850	1	554	1680339	2	1433	1683316	1	555	1683039	faw_14215.png	faw_Hufeisen.png	faw_Kuechenmaschine.png	523	1596639	ok
65399	07.06.2021 13:50	1	9	1685232	1	555	1683039	1687248	1	556	1685739	3	1028	inorganic	incorrect	1688298	1	556	1685739	1691314	1	558	1691139	2	1541	1692880	1	558	1691139	mae_01010.png	mae_Taschenrechner.png	mae_Schach.png	523	1596639	ok
65399	07.06.2021 13:51	1	10	1695745	1	559	1693839	1698078	1	560	1696539	3	848	organic	correct	1698961	1	560	1696539	1702843	1	562	1701939	4	338	1703209	1	562	1701939	moh_06446.png	moh_Birne.png	moh_Muecke.png	523	1596639	ok
65399	07.06.2021 13:51	1	11	1707791	1	564	1707339	1709357	1	564	1707339	3	1960	organic	correct	1711340	1	565	1710038	1713339	1	566	1712739	2	992	1714356	1	566	1712739	mos_20953.png	mos_Eintagsfliege.png	mos_Traube.png	523	1596639	ok
65399	07.06.2021 13:51	1	12	1718371	1	568	1718138	1719954	1	568	1718138	2	967	inorganic	correct	1720954	1	569	1720839	1725302	1	570	1723539	4	305	1725652	1	570	1723539	fap_16329.png	fap_Kissen.png	fap_Knopf.png	523	1596639	ok
65399	07.06.2021 13:51	1	13	1729767	1	572	1728939	1733016	1	573	1731639	2	1557	organic	incorrect	1734599	1	574	1734338	1737865	1	575	1737039	3	1069	1738964	1	575	1737039	foe_08236.png	foe_Adler.png	foe_Tannenzapfen.png	523	1596639	ok
65399	07.06.2021 13:51	1	14	1741613	1	576	1739739	1743346	1	577	1742438	3	2137	inorganic	incorrect	1745512	1	578	1745139	1747278	1	578	1745139	3	1805	1749111	1	579	1747838	mao_11634.png	mao_Kegel.png	mao_Stempel.png	523	1596639	ok
65399	07.06.2021 13:52	1	15	1750977	1	580	1750538	1753576	1	581	1753239	2	316	inorganic	correct	1753926	1	581	1753239	1757291	1	582	1755938	4	430	1757758	1	582	1755938	fac_02146.png	fac_Haarbuerste.png	fac_Ohrring.png	523	1596639	ok
65399	07.06.2021 13:52	1	16	1761023	1	583	1758638	1764356	1	585	1764038	2	1273	organic	incorrect	1765655	1	585	1764038	1768571	1	586	1766738	2	392	1768987	1	586	1766738	fot_00797.png	fot_Taube.png	fot_Salat.png	523	1596639	ok
65399	07.06.2021 13:52	1	17	1772853	1	588	1772138	1776118	1	589	1774838	2	1086	inorganic	correct	1777235	1	589	1774838	1781283	1	591	1780238	3	272	1781583	1	591	1780238	map_41499.png	map_Pfeife.png	map_Globus.png	523	1596639	ok
65399	07.06.2021 13:52	1	18	1786598	1	593	1785639	1789964	1	594	1788338	3	897	organic	correct	1790897	1	594	1788338	1793929	1	596	1793739	4	346	1794312	1	596	1793739	fok_09378.png	fok_Kaenguruh.png	fok_Palme.png	523	1596639	ok
