ID	DateTime	Run	Retrieval_Trial	FaceRecog_OnsetTime	FaceRecog_OnsetTimeUncertainty	FaceRecog_fMRI_Pulse	FaceRecog_fMRI_PulseTime	Assoc_Retrieval_OnsetTime	Assoc_Retrieval_OnsetTimeUncertainty	Assoc_Retrieval_fMRI_Pulse	Assoc_Retrieval_fMRI_PulseTime	Assoc_Retrieval_Pressed_Button	Assoc_Retrieval_RT	Assoc_Retrieval_Response_Category	Assoc_Retrieval_Accuracy	Assoc_Retrieval_Feedback_OnsetTime	Assoc_Retrieval_Feedback_OnsetTimeUncertainty	Assoc_Retrieval_Feedback_fMRI_Pulse	Assoc_Retrieval_Feedback_fMRI_PulseTime	Retrieval_consc_Rating_OnsetTime	Retrieval_consc_Rating_OnsetTimeUncertainty	Retrieval_consc_Rating_fMRI_Pulse	Retrieval_consc_Rating_fMRI_PulseTime	Retrieval_consc_Rating_Pressed_Button	Retrieval_consc_Rating_RT	Retrieval_consc_Rating_Feedback_OnsetTime	Retrieval_consc_Rating_Feedback_OnsetTimeUncertainty	Retrieval_consc_Rating_Feedback_fMRI_Pulse	Retrieval_consc_Rating_Feedback_fMRI_PulseTime	Presented_Person	Presented_Target	Presented_Lure	num_pulse	fifth_pulse_time	TrialStatus
64911	07/13/2021 15:09:55	1	1	1860155	1	665	1859184	1862771	1	666	1861304	2	1829	inorganic	correct	1864620	1	667	1863424	1867003	1	668	1865544	4	482	1867519	1	668	1865544	mau_49693.png	mau_Wasserventil.png	mau_Leiter.png	665	1859184	ok
64911	07/13/2021 15:10:09	1	2	1872084	1	671	1871904	1875216	1	672	1874024	2	1865	inorganic	correct	1877116	1	673	1876144	1880448	1	675	1880384	3	2385	1882864	1	676	1882504	fat_12032.png	fat_Einkaufswagen.png	fat_Kleiderbuegel.png	665	1859184	ok
64911	07/13/2021 15:10:20	1	3	1885730	1	677	1884624	1887579	1	678	1886744	2	1932	inorganic	correct	1889545	1	679	1888864	1892927	1	680	1890984	2	406	1893360	1	681	1893104	mae_01010.png	mae_Taschenrechner.png	mae_Schach.png	665	1859184	ok
64911	07/13/2021 15:10:33	1	4	1897242	1	682	1895224	1900691	1	684	1899464	2	2030	organic	incorrect	1902774	1	685	1901584	1905806	1	686	1903704	2	549	1906406	1	687	1905823	foq_16799.png	foq_Pinguin.png	foq_Fenchel.png	665	1859184	ok
64911	07/13/2021 15:10:44	1	5	1910338	1	689	1910064	1913037	1	690	1912183	3	975	organic	correct	1914037	1	690	1912183	1917286	1	692	1916424	4	1761	1919085	1	693	1918544	mom_59361.png	mom_Loewe.png	mom_Ei.png	665	1859184	ok
64911	07/13/2021 15:10:56	1	6	1920734	1	694	1920663	1923384	1	695	1922784	0	0	inorganic	miss	1923384	1	696	1924904	1927665	1	697	1927023	3	973	1928665	1	697	1927023	far_00736.png	far_Giesskanne.png	far_Heissluftballon.png	665	1859184	ok
64911	07/13/2021 15:11:07	1	7	1932497	1	699	1931264	1935596	1	701	1935503	2	1339	organic	incorrect	1936962	1	701	1935503	1939911	1	703	1939744	2	1832	1941777	1	703	1939744	mof_02408.png	mof_Spaghetti.png	mof_Hahn.png	665	1859184	ok
64911	07/13/2021 15:11:17	1	8	1943660	1	704	1941864	1945826	1	705	1943983	2	1731	organic	incorrect	1947592	1	706	1946103	1949275	1	707	1948224	2	1784	1951091	1	708	1950343	mog_03090.png	mog_Pilz.png	mog_Fledermaus.png	665	1859184	ok
64911	07/13/2021 15:11:28	1	9	1953540	1	709	1952463	1956906	1	711	1956704	2	1157	inorganic	correct	1958088	6	711	1956704	1960638	1	712	1958823	3	911	1961571	1	713	1960943	maj_01545.png	maj_Computermaus.png	maj_Krawatte.png	665	1859184	ok
64911	07/13/2021 15:11:40	1	10	1965236	1	715	1965184	1967685	1	716	1967303	2	1609	inorganic	correct	1969318	1	716	1967303	1971817	1	718	1971544	2	1239	1973083	1	718	1971544	fai_07494.png	fai_Kommode.png	fai_Foehn.png	665	1859184	ok
64911	07/13/2021 15:11:52	1	11	1977132	1	720	1975783	1979165	1	721	1977903	2	935	inorganic	correct	1980131	1	722	1980024	1984180	1	723	1982143	2	406	1984613	1	724	1984263	fag_06539.png	fag_Geschenk.png	fag_Portemonnaie.png	665	1859184	ok
64911	07/13/2021 15:12:01	1	12	1988845	1	726	1988503	1990894	1	727	1990623	2	2107	organic	incorrect	1993027	1	728	1992743	1994276	1	728	1992743	3	1377	1995676	1	729	1994863	mou_01862.png	mou_Kraehe.png	mou_Croissant.png	665	1859184	ok
64911	07/13/2021 15:12:12	1	13	1997942	1	730	1996983	2000108	1	731	1999103	3	1701	organic	correct	2001857	1	732	2001223	2004406	1	733	2003343	3	1321	2005756	1	734	2005463	fop_00621.png	fop_Koala.png	fop_Mango.png	665	1859184	ok
64911	07/13/2021 15:12:22	1	14	2008971	1	735	2007583	2010754	1	736	2009703	2	2373	inorganic	correct	2013153	1	737	2011823	2014936	1	738	2013943	2	1533	2016502	1	739	2016063	mak_00987.png	mak_Socken.png	mak_Rucksack.png	665	1859184	ok
64911	07/13/2021 15:12:32	1	15	2018818	1	740	2018183	2020801	1	741	2020303	2	2549	organic	incorrect	2023383	1	742	2022423	2025732	1	743	2024543	2	334	2026099	1	743	2024543	fot_00797.png	fot_Salat.png	fot_Taube.png	665	1859184	ok
