ID	DateTime	Run	Retrieval_Trial	FaceRecog_OnsetTime	FaceRecog_OnsetTimeUncertainty	FaceRecog_fMRI_Pulse	FaceRecog_fMRI_PulseTime	Assoc_Retrieval_OnsetTime	Assoc_Retrieval_OnsetTimeUncertainty	Assoc_Retrieval_fMRI_Pulse	Assoc_Retrieval_fMRI_PulseTime	Assoc_Retrieval_Pressed_Button	Assoc_Retrieval_RT	Assoc_Retrieval_Response_Category	Assoc_Retrieval_Accuracy	Assoc_Retrieval_Feedback_OnsetTime	Assoc_Retrieval_Feedback_OnsetTimeUncertainty	Assoc_Retrieval_Feedback_fMRI_Pulse	Assoc_Retrieval_Feedback_fMRI_PulseTime	Retrieval_consc_Rating_OnsetTime	Retrieval_consc_Rating_OnsetTimeUncertainty	Retrieval_consc_Rating_fMRI_Pulse	Retrieval_consc_Rating_fMRI_PulseTime	Retrieval_consc_Rating_Pressed_Button	Retrieval_consc_Rating_RT	Retrieval_consc_Rating_Feedback_OnsetTime	Retrieval_consc_Rating_Feedback_OnsetTimeUncertainty	Retrieval_consc_Rating_Feedback_fMRI_Pulse	Retrieval_consc_Rating_Feedback_fMRI_PulseTime	Presented_Person	Presented_Target	Presented_Lure	num_pulse	fifth_pulse_time	TrialStatus
66325	08/31/2021 16:12:02	1	1	1585146	1	524	1584486	1588445	1	525	1587186	3	1935	organic	correct	1590411	1	526	1589886	1592294	1	526	1589886	3	1301	1593627	1	527	1592586	mon_65798.png	mon_Fuchs.png	mon_Kartoffel.png	524	1584486	ok
66325	08/31/2021 16:12:13	1	2	1596942	1	528	1595286	1600491	1	529	1597986	3	898	organic	correct	1601424	1	530	1600686	1604140	1	531	1603386	4	751	1604923	1	531	1603386	moe_02012.png	moe_Waschbaer.png	moe_Pommes.png	524	1584486	ok
66325	08/31/2021 16:12:25	1	3	1608022	1	532	1606085	1611054	1	533	1608786	3	1044	organic	correct	1612120	1	534	1611486	1615752	1	535	1614185	3	466	1616252	1	535	1614185	mot_69374.png	mot_Bison.png	mot_Hotdog.png	524	1584486	ok
66325	08/31/2021 16:12:35	1	4	1619501	1	536	1616886	1622017	1	537	1619586	2	2221	organic	incorrect	1624266	1	538	1622285	1625799	1	539	1624987	2	555	1626382	1	539	1624987	foa_00207.png	foa_Marienkaefer.png	foa_Aubergine.png	524	1584486	ok
66325	08/31/2021 16:12:47	1	5	1629431	1	540	1627686	1632713	1	541	1630385	2	503	inorganic	correct	1633247	1	542	1633086	1637645	1	543	1635786	4	576	1638245	1	543	1635786	fab_06018.png	fab_Kinderwagen.png	fab_Staubsauger.png	524	1584486	ok
66325	08/31/2021 16:12:57	1	6	1642077	1	545	1641186	1644143	1	546	1643886	2	1832	inorganic	correct	1646009	1	546	1643886	1647508	1	547	1646585	2	737	1648275	1	547	1646585	faw_14215.png	faw_Kuechenmaschine.png	faw_Hufeisen.png	524	1584486	ok
66325	08/31/2021 16:13:10	1	7	1651690	1	548	1649286	1654823	1	550	1654685	3	1059	organic	correct	1655906	1	550	1654685	1660054	1	551	1657386	3	534	1660621	1	552	1660085	mou_01862.png	mou_Croissant.png	mou_Kraehe.png	524	1584486	ok
66325	08/31/2021 16:13:23	1	8	1664419	1	553	1662785	1667885	1	554	1665486	2	1379	organic	incorrect	1669301	1	555	1668185	1673066	1	556	1670886	2	528	1673633	1	557	1673586	foi_03389.png	foi_Apfelkuchen.png	foi_Pflanze.png	524	1584486	ok
66325	08/31/2021 16:13:34	1	9	1677648	1	558	1676286	1680764	1	559	1678985	2	623	inorganic	correct	1681414	1	559	1678985	1684796	1	561	1684385	4	634	1685462	1	561	1684385	mat_23275.png	mat_Helm.png	mat_Feuerzeug.png	524	1584486	ok
66325	08/31/2021 16:13:45	1	10	1688511	1	562	1687086	1691477	1	563	1689786	2	452	inorganic	correct	1691960	1	563	1689786	1695442	1	565	1695185	4	673	1696142	1	565	1695185	map_41499.png	map_Pfeife.png	map_Globus.png	524	1584486	ok
