ID	DateTime	Run	Delayed_Retrieval_Trial	First_Pulse_Time	FaceRecog_OnsetTime	FaceRecog_OnsetTimeUncertainty	FaceRecog_fMRI_Pulse	FaceRecog_fMRI_PulseTime	Assoc_Retrieval_OnsetTime	Assoc_Retrieval_OnsetTimeUncertainty	Assoc_Retrieval_fMRI_Pulse	Assoc_Retrieval_fMRI_PulseTime	Assoc_Retrieval_Pressed_Button	Assoc_Retrieval_RT	Assoc_Retrieval_Response_Category	Assoc_Retrieval_Accuracy	Assoc_Retrieval_Feedback_OnsetTime	Assoc_Retrieval_Feedback_OnsetTimeUncertainty	Assoc_Retrieval_Feedback_fMRI_Pulse	Assoc_Retrieval_Feedback_fMRI_PulseTime	Retrieval_consc_Rating_OnsetTime	Retrieval_consc_Rating_OnsetTimeUncertainty	Retrieval_consc_Rating_fMRI_Pulse	Retrieval_consc_Rating_fMRI_PulseTime	Retrieval_consc_Rating_Pressed_Button	Retrieval_consc_Rating_RT	Retrieval_consc_Rating_Feedback_OnsetTime	Retrieval_consc_Rating_Feedback_OnsetTimeUncertainty	Retrieval_consc_Rating_Feedback_fMRI_Pulse	Retrieval_consc_Rating_Feedback_fMRI_PulseTime	ForcedChoice_OnsetTime	ForcedChoice_OnsetTimeUncertainty	ForcedChoice_fMRI_Pulse	ForcedChoice_fMRI_PulseTime	ForcedChoice_Pressed_Button	ForcedChoice_RT	ForcedChoice_Response_Category	ForcedChoice_Accuracy	ForcedChoice_Feedback_OnsetTime	ForcedChoice_Feedback_OnsetTimeUncertainty	ForcedChoice_Feedback_fMRI_Pulse	ForcedChoice_Feedback_fMRI_PulseTime	Recognition_consc_Rating_OnsetTime	Recognition_consc_Rating_OnsetTimeUncertainty	Recognition_consc_Rating_fMRI_Pulse	Recognition_consc_Rating_fMRI_PulseTime	Recognition_consc_Rating_Pressed_Button	Recognition_consc_Rating_RT	Recognition_consc_Rating_Feedback_OnsetTime	Recognition_consc_Rating_Feedback_OnsetTimeUncertainty	Recognition_consc_Rating_Feedback_fMRI_Pulse	Recognition_consc_Rating_Feedback_fMRI_PulseTime	Presented_Person	Presented_Target	Presented_Lure	TrialStatus
63158	08/25/2021 16:42:34	1	1	31596	42502	1	6	42197	44851	1	7	44316	2	1708	inorganic	correct	46584	1	8	46436	48950	1	9	48557	3	1217	50199	1	9	48557	54214	1	11	52796	2	950	inorganic	correct	55197	1	12	54916	58130	1	13	57037	4	1511	59679	1	14	59156	fan_17286.png	fan_Klavier.png	fan_Lampe.png	ok
63158	08/25/2021 16:42:54	1	2	31596	62345	1	15	61276	65061	1	16	63396	2	549	inorganic	correct	65644	1	17	65517	69043	1	18	67636	3	469	69543	1	18	67636	73391	1	20	71876	2	1886	inorganic	incorrect	75307	1	21	73996	77723	1	22	76116	0	0	77723	1	24	80357	fap_16329.png	fap_Kissen.png	fap_Knopf.png	ok
63158	08/25/2021 16:43:13	1	3	31596	82738	1	25	82476	86020	1	26	84596	3	1768	inorganic	incorrect	87820	1	27	86716	90002	1	28	88837	2	524	90552	1	28	88837	93435	1	30	93076	2	2167	inorganic	correct	95634	1	31	95196	97167	1	31	95196	4	566	97766	1	32	97316	mak_00987.png	mak_Socken.png	mak_Rucksack.png	ok
63158	08/25/2021 16:43:32	1	4	31596	102065	1	34	101556	104164	1	35	103676	2	1220	organic	incorrect	105414	1	35	103676	109412	1	37	107916	3	456	109912	1	37	107916	113261	1	39	112156	2	1001	organic	correct	114294	1	39	112156	116943	1	41	116396	4	533	117510	1	41	116396	foe_08236.png	foe_Tannenzapfen.png	foe_Adler.png	ok
63158	08/25/2021 16:43:50	1	5	31596	120709	1	43	120636	122758	1	43	120636	2	1351	inorganic	correct	124141	1	44	122756	126890	1	45	124876	3	450	127373	1	46	126996	130505	1	47	129116	2	1429	inorganic	correct	131955	1	48	131236	134454	1	49	133356	4	416	134904	1	49	133356	mat_23275.png	mat_Feuerzeug.png	mat_Helm.png	ok
63158	08/25/2021 16:44:10	1	6	31596	138386	1	51	137596	140019	1	52	139716	2	1395	organic	incorrect	141452	1	52	139716	144617	1	54	143955	3	1150	145800	1	54	143955	149582	1	56	148196	2	1813	organic	incorrect	151432	1	57	150316	153797	1	58	152436	2	1848	155680	1	59	154556	for_15187.png	for_Seehund.png	for_Mandel.png	ok
63158	08/25/2021 16:44:30	1	7	31596	159029	1	61	158795	160662	1	61	158795	2	2158	inorganic	correct	162861	1	62	160916	164660	1	63	163036	3	1055	165743	1	64	165156	169009	1	65	167275	3	2444	inorganic	correct	171475	1	66	169396	174340	1	68	173635	3	772	175140	1	68	173635	maw_04767.png	maw_Pingpongschlaeger.png	maw_Schlauchboot.png	ok
63158	08/25/2021 16:44:49	1	8	31596	178756	1	70	177876	181155	1	71	179996	2	1898	inorganic	correct	183087	1	72	182115	185120	1	73	184235	3	282	185437	1	73	184235	188569	1	75	188476	0	0	inorganic	miss	188569	1	76	190595	193867	1	77	192715	2	1072	194967	1	78	194836	fax_14883.png	fax_Fahrrad.png	fax_Klebeband.png	ok
63158	08/25/2021 16:45:09	1	9	31596	198116	1	79	196955	200265	1	80	199075	0	0	inorganic	miss	200265	1	81	201196	204930	1	82	203316	2	845	205813	1	83	205435	209395	1	84	207555	3	2886	inorganic	incorrect	212328	1	86	211795	213194	1	86	211795	2	2598	215826	1	87	213915	mai_06530.png	mai_Auto.png	mai_Gewehr.png	ok
63158	08/25/2021 16:45:27	1	10	31596	217609	1	88	216035	219209	1	89	218156	2	1698	organic	incorrect	220941	1	90	220275	223191	1	91	222395	3	943	224157	1	91	222395	227339	1	93	226636	0	0	organic	miss	227339	1	94	228755	231871	1	95	230875	3	800	232704	1	95	230875	mon_65798.png	mon_Fuchs.png	mon_Kartoffel.png	ok
63158	08/25/2021 16:45:48	1	11	31596	235670	1	97	235115	237502	1	98	237235	2	631	inorganic	correct	238169	1	98	237235	242334	1	100	241476	2	440	242801	1	100	241476	247532	1	102	245715	2	1331	inorganic	correct	248899	1	103	247834	252231	1	105	252074	4	801	253064	1	105	252074	far_00736.png	far_Giesskanne.png	far_Heissluftballon.png	ok
63158	08/25/2021 16:46:07	1	12	31596	257129	1	107	256315	260361	1	108	258435	2	1445	organic	incorrect	261844	1	109	260555	263843	1	110	262674	3	412	264293	1	110	262674	267659	1	112	266915	2	1410	organic	correct	269092	1	113	269035	272191	1	114	271155	4	432	272657	1	114	271155	fok_09378.png	fok_Palme.png	fok_Kaenguruh.png	ok
63158	08/25/2021 16:46:27	1	13	31596	275856	1	116	275394	278472	1	117	277514	3	2456	inorganic	incorrect	280954	1	118	279635	283337	1	119	281754	3	519	283887	1	119	281754	288402	1	122	288113	0	0	inorganic	miss	288402	1	123	290234	292484	1	124	292354	3	1289	293800	1	124	292354	fai_07494.png	fai_Foehn.png	fai_Kommode.png	ok
