ID	DateTime	Run	Encoding_Trial	FaceBase_OnsetTime	FaceBase_OnsetTimeUncertainty	FaceBase_fMRI_Pulse	FaceBase_fMRI_PulseTime	Assoc_Encoding_OnsetTime	Assoc_Encoding_OnsetTimeUncertainty	Assoc_Encoding_fMRI_Pulse	Assoc_Encoding_fMRI_PulseTime	Immediate_Recall_OnsetTime	Immediate_Recall_OnsetTimeUncertainty	Immediate_Recall_fMRI_Pulse	Immediate_Recall_fMRI_PulseTime	Immediate_Recall_Pressed_Button	Immediate_Recall_RT	Immediate_Recall_Accuracy	Immediate_Recall_Feedback_OnsetTime	Immediate_Recall_Feedback_OnsetTimeUncertainty	Immediate_Recall_Feedback_fMRI_Pulse	Immediate_Recall_Feedback_fMRI_PulseTime	Presented_Person	Presented_Object	Object_Category	First_pulse_time	TrialStatus
67903	08/31/2021 13:33:48	1	1	71692	1	7	70824	74058	1	8	72946	77973	1	10	77186	2	686	correct	78690	1	10	77186	mau_49693.png	mau_Wasserventil.png	inorganic	58107	ok
67903	08/31/2021 13:34:00	1	2	82255	1	12	81426	85504	1	13	83547	90452	1	16	89907	2	558	correct	91035	1	16	89907	far_00736.png	far_Giesskanne.png	inorganic	58107	ok
67903	08/31/2021 13:34:13	1	3	94301	1	18	94146	96633	1	19	96266	101665	1	21	100506	3	489	correct	102182	1	21	100506	mol_07679.png	mol_Schimpanse.png	organic	58107	ok
67903	08/31/2021 13:34:25	1	4	106863	1	23	104746	109512	1	25	108986	113861	1	27	113226	3	522	correct	114411	1	27	113226	foq_16799.png	foq_Fenchel.png	organic	58107	ok
67903	08/31/2021 13:34:35	1	5	118626	1	29	117466	120742	1	30	119586	124724	1	32	123826	3	514	correct	125274	1	32	123826	fok_09378.png	fok_Palme.png	organic	58107	ok
67903	08/31/2021 13:34:45	1	6	128723	1	34	128066	130705	1	35	130187	134104	1	36	132306	3	458	correct	134587	1	37	134426	mom_59361.png	mom_Loewe.png	organic	58107	ok
67903	08/31/2021 13:34:57	1	7	139052	1	39	138666	142418	1	40	140786	147200	1	43	147146	3	554	correct	147783	1	43	147146	mon_65798.png	mon_Kartoffel.png	organic	58107	ok
67903	08/31/2021 13:35:08	1	8	151165	1	44	149266	152964	1	45	151386	157396	1	47	155626	2	535	correct	157963	1	48	157746	mao_11634.png	mao_Kegel.png	inorganic	58107	ok
67903	08/31/2021 13:35:20	1	9	162345	1	50	161986	165260	1	51	164106	168876	1	53	168346	3	643	correct	169559	1	53	168346	fou_17118.png	fou_Feige.png	organic	58107	ok
67903	08/31/2021 13:35:30	1	10	173591	1	55	172586	175623	1	56	174706	180089	1	58	178946	2	493	correct	180605	1	58	178946	mas_41366.png	mas_Tisch.png	inorganic	58107	ok
67903	08/31/2021 13:35:42	1	11	184437	1	60	183186	187186	1	61	185305	191451	1	63	189546	2	583	correct	192068	1	64	191665	fai_07494.png	fai_Foehn.png	inorganic	58107	ok
67903	08/31/2021 13:35:53	1	12	196416	1	66	195906	198949	1	67	198026	202947	1	69	202266	3	388	correct	203364	1	69	202266	moh_06446.png	moh_Muecke.png	organic	58107	ok
67903	08/31/2021 13:36:05	1	13	206563	1	71	206506	209945	1	72	208625	214960	1	74	212866	2	763	incorrect	215760	1	75	214985	mou_01862.png	mou_Croissant.png	organic	58107	ok
67903	08/31/2021 13:36:16	1	14	219009	1	76	217105	220691	1	77	219226	224957	1	79	223465	2	1066	correct	226056	1	80	225585	mak_00987.png	mak_Rucksack.png	inorganic	58107	ok
67903	08/31/2021 13:36:28	1	15	229655	1	81	227706	232371	1	83	231945	236653	1	85	236186	2	637	correct	237319	1	85	236186	fax_14883.png	fax_Fahrrad.png	inorganic	58107	ok
67903	08/31/2021 13:36:39	1	16	241951	1	87	240425	243884	1	88	242545	247599	1	90	246785	3	821	correct	248449	1	90	246785	foj_08220.png	foj_Rose.png	organic	58107	ok
67903	08/31/2021 13:36:47	1	17	252764	1	92	251026	254847	1	93	253145	257912	1	95	257385	3	975	correct	258912	1	95	257385	foc_02157.png	foc_Brombeere.png	organic	58107	ok
67903	08/31/2021 13:36:56	1	18	261261	1	96	259506	263094	1	97	261625	266376	1	99	265865	3	504	correct	266909	1	99	265865	foa_00207.png	foa_Aubergine.png	organic	58107	ok
67903	08/31/2021 13:37:06	1	19	270125	1	100	267986	272324	1	102	272225	276256	1	103	274345	3	806	correct	277089	1	104	276465	for_15187.png	for_Mandel.png	organic	58107	ok
67903	08/31/2021 13:37:19	1	20	280455	1	105	278585	283487	1	107	282825	287985	1	109	287065	3	782	correct	288802	1	109	287065	fop_00621.png	fop_Mango.png	organic	58107	ok
67903	08/31/2021 13:37:32	1	21	293100	1	111	291305	296366	1	113	295545	300281	1	115	299785	2	802	correct	301114	1	115	299785	mae_01010.png	mae_Schach.png	inorganic	58107	ok
67903	08/31/2021 13:37:43	1	22	305563	1	116	301905	307779	1	117	306144	312444	1	119	310385	3	1032	correct	313510	1	120	312505	mof_02408.png	mof_Hahn.png	organic	58107	ok
67903	08/31/2021 13:37:55	1	23	316842	1	122	316745	319325	1	123	318865	324406	1	125	323105	2	707	correct	325139	1	125	323105	fan_17286.png	fan_Lampe.png	inorganic	58107	ok
67903	08/31/2021 13:38:05	1	24	328722	1	127	327345	331704	1	129	331585	334786	1	130	333705	2	1272	correct	336086	1	131	335825	map_41499.png	map_Pfeife.png	inorganic	58107	ok
67903	08/31/2021 13:38:16	1	25	338568	1	132	337944	341650	1	133	340065	344766	1	135	344305	2	946	correct	345749	1	135	344305	fag_06539.png	fag_Geschenk.png	inorganic	58107	ok
67903	08/31/2021 13:38:26	1	26	350081	1	137	348545	352297	1	138	350665	355562	1	140	354904	3	1274	correct	356862	1	140	354904	moe_02012.png	moe_Pommes.png	organic	58107	ok
67903	08/31/2021 13:38:37	1	27	360477	1	142	359145	362693	1	143	361264	367392	1	145	365505	3	806	correct	368241	1	146	367624	foi_03389.png	foi_Apfelkuchen.png	organic	58107	ok
67903	08/31/2021 13:38:48	1	28	371041	1	147	369744	374456	1	149	373985	377888	1	150	376104	2	843	correct	378755	1	151	378224	maw_04767.png	maw_Schlauchboot.png	inorganic	58107	ok
67903	08/31/2021 13:38:59	1	29	381954	1	152	380345	384069	1	153	382465	388751	1	155	386704	3	560	correct	389334	1	156	388825	fov_15046.png	fov_Zucchini.png	organic	58107	ok
67903	08/31/2021 13:39:12	1	30	393533	1	158	393064	396049	1	159	395184	400314	1	161	399424	2	745	correct	401080	1	161	399424	mal_04470.png	mal_Kugelschreiber.png	inorganic	58107	ok
